pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom2	1	10000	0.0	427	0	12156	713316
alle	vill	Chrom2	10001	20000	0.0108492602410319	3849	21512	1982808	5857992
alle	vill	Chrom2	20001	30000	0.0100083374568723	3255	5906	590108	5365732
alle	vill	Chrom2	30001	40000	0.0093278485690871	2546	2322	248932	4113404
alle	vill	Chrom2	40001	50000	0.0158073045777557	2376	3826	242040	6252360
alle	vill	Chrom2	50001	60000	0.0121913722596316	2523	4758	390276	5312124
alle	vill	Chrom2	60001	70000	0.0235742644389021	2139	15842	672004	3013964
alle	vill	Chrom2	70001	80000	0.0167773505767214	787	2496	148772	2577292
alle	vill	Chrom2	80001	90000	0.0094804649208794	1342	1354	142820	2424844
alle	vill	Chrom2	90001	100000	0.003100010122482	1821	490	158064	4201104
alle	vill	Chrom2	100001	110000	0.0087234762797745	1860	6494	744428	2897188
alle	vill	Chrom2	110001	120000	0.0049889506462197	1403	596	119464	2270792
alle	vill	Chrom2	120001	130000	0.0043616391147488	1574	648	148568	2979832
alle	vill	Chrom2	130001	140000	0.0228891600442191	2431	17558	767088	3576240
alle	vill	Chrom2	140001	150000	0.0095639187020528	2211	4124	431204	3207244
alle	vill	Chrom2	150001	160000	0.0044016683891923	2836	954	216736	4682576
alle	vill	Chrom2	160001	170000	0.0009272782066439	1418	160	172548	2167020
alle	vill	Chrom2	170001	180000	0.0118308513871401	1732	2180	184264	3298952
alle	vill	Chrom2	180001	190000	0.0034040703990729	1027	188	55228	3839828
alle	vill	Chrom2	190001	200000	0.0104186671787977	2298	2170	208280	8863288
alle	vill	Chrom2	200001	210000	0.0	426	0	57516	634692
alle	vill	Chrom2	210001	220000	0.0056759545923632	1488	682	120156	5834100
alle	vill	Chrom2	220001	230000	0.0077127515689244	1636	4562	591488	2418112
alle	vill	Chrom2	230001	240000	0.0072727272727272	1529	1168	160600	2562296
alle	vill	Chrom2	240001	250000	0.0093350210207495	994	826	88484	6271276
alle	vill	Chrom2	250001	260000	0.0234225621414913	175	490	20920	3680888
alle	vill	Chrom2	260001	270000	0.0027618345058385	3054	614	222316	6219812
alle	vill	Chrom2	270001	280000	0.0029258741874099	3523	1064	363652	5509820
alle	vill	Chrom2	280001	290000	0.0100736646358377	3754	3922	389332	7955180
alle	vill	Chrom2	290001	300000	0.0031536073709393	1621	638	202308	6146364
alle	vill	Chrom2	300001	310000	0.0006323572331938	1482	104	164464	2206784
alle	vill	Chrom2	310001	320000	0.0240318378798126	1863	15350	638736	2358192
alle	vill	Chrom2	320001	330000	0.0102098695405558	1542	1872	183352	2764472
alle	vill	Chrom2	330001	340000	0.0015572224415493	1295	284	182376	1900584
alle	vill	Chrom2	340001	350000	0.0044236675874591	1725	916	207068	2721748
alle	vill	Chrom2	350001	360000	0.0010655737704918	1104	130	122000	2478928
alle	vill	Chrom2	360001	370000	0.0080958829122129	1719	1124	138836	4655932
alle	vill	Chrom2	370001	380000	0.0065484109386548	1831	886	135300	3938748
alle	vill	Chrom2	380001	390000	0.002964212354503	2698	710	239524	4336652
alle	vill	Chrom2	390001	400000	0.0024055763912565	2127	508	211176	3210264
alle	vill	Chrom2	400001	410000	0.0018128257421255	1344	288	158868	2158524
alle	vill	Chrom2	410001	420000	0.0008928903605044	1398	96	107516	2764276
alle	vill	Chrom2	420001	430000	0.0032421092781539	1596	544	167792	2396704
alle	vill	Chrom2	430001	440000	0.0011105788075432	833	102	91844	1409788
alle	vill	Chrom2	440001	450000	0.0117726168730805	1095	2346	199276	1639748
alle	vill	Chrom2	450001	460000	0.0022825838849577	1063	280	122668	1562708
alle	vill	Chrom2	460001	470000	0.0021936238666276	1472	450	205140	2148684
alle	vill	Chrom2	470001	480000	0.0077281191806331	2005	1494	193320	3223368
alle	vill	Chrom2	480001	490000	0.0023695434679585	2257	540	227892	3420060
alle	vill	Chrom2	490001	500000	0.0034734228145726	1704	442	127252	2855420
alle	vill	Chrom2	500001	510000	0.0354723921266242	2900	27234	767752	4394504
alle	vill	Chrom2	510001	520000	0.0058762230070051	487	406	69092	854380
alle	vill	Chrom2	520001	530000	0.0082729795392002	2958	2874	347396	5131660
alle	vill	Chrom2	530001	540000	0.0158653899869278	3995	5680	358012	9420020
alle	vill	Chrom2	540001	550000	0.0234299566530394	2676	13686	584124	5051748
alle	vill	Chrom2	550001	560000	0.0039574637593307	1903	914	230956	2957636
alle	vill	Chrom2	560001	570000	0.0020442333151623	891	210	102728	1527208
alle	vill	Chrom2	570001	580000	0.0083053543028803	3292	1128	135816	7560840
