pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom5	1	10000	0.0056815742397137	3545	397	69875	4084957
vill	Chrom5	1	10000	0.0049607275733774	3467	180	36285	2730675
alle	Chrom5	10001	20000	0.0074437566294243	1874	4751	638253	1371051
vill	Chrom5	10001	20000	0.0073254218375378	1584	2429	331585	1006535
alle	Chrom5	20001	30000	0.0166370410827176	6546	90105	5415927	776589
vill	Chrom5	20001	30000	0.0223136289022445	6104	60844	2726764	1397216
alle	Chrom5	30001	40000	0.0052766212612857	7087	24815	4702820	2038376
vill	Chrom5	30001	40000	0.0071401050350847	7066	21163	2963962	1525418
alle	Chrom5	40001	50000	0.0055145130303926	4730	19869	3603038	879110
vill	Chrom5	40001	50000	0.005856990751922	4738	12465	2128226	856714
vill	Chrom5	50001	60000	0.0057212080504713	2244	954	166748	1249492
alle	Chrom5	50001	60000	0.0009687958681086	2245	631	651324	1475284
vill	Chrom5	60001	70000	0.0131482897664071	3042	10591	805504	1313816
alle	Chrom5	60001	70000	0.0126912680756054	3349	20645	1626709	1555635
alle	Chrom5	70001	80000	0.0	1843	0	357365	1388005
vill	Chrom5	70001	80000	0.0009600565928096	1812	38	39581	1122769
alle	Chrom5	80001	90000	0.0006341640185092	2655	182	286992	2235044
vill	Chrom5	80001	90000	0.0033174045258876	2566	168	50642	1628938
alle	Chrom5	90001	100000	0.0085590217747621	4810	1906	222689	5151537
vill	Chrom5	90001	100000	0.0052633987825529	4359	460	87396	3491634
alle	Chrom5	100001	110000	0.0008912798672153	3386	167	187371	3326073
vill	Chrom5	100001	110000	0.0017961266139108	3456	138	76832	2262988
alle	Chrom5	110001	120000	0.0027919830201848	1003	196	70201	1039457
vill	Chrom5	110001	120000	0.0020260217164202	1140	64	31589	707401
vill	Chrom5	120001	130000	0.001763461086292	2911	60	34024	1802426
alle	Chrom5	120001	130000	0.0002952979081307	1597	56	189639	2567951
alle	Chrom5	130001	140000	0.0007481979378934	2536	246	328790	2105268
vill	Chrom5	130001	140000	0.0014950004853897	2540	77	51505	1569485
alle	Chrom5	140001	150000	0.0057906845509397	4205	2001	345555	3690081
vill	Chrom5	140001	150000	0.0025025298799332	4151	183	73126	2614454
alle	Chrom5	150001	160000	0.0169264122735655	1027	3974	234781	738653
vill	Chrom5	150001	160000	0.0250060142738766	871	1871	74822	573448
alle	Chrom5	160001	170000	0.0029833472641934	1385	464	155530	1242658
vill	Chrom5	160001	170000	0.0043432056554082	1280	94	21643	909497
alle	Chrom5	170001	180000	0.0026707347298071	2423	625	234018	2180174
vill	Chrom5	170001	180000	0.0049778536307854	2535	245	49218	1558542
alle	Chrom5	180001	190000	0.0005913922126259	3186	361	610424	2407316
vill	Chrom5	180001	190000	0.0025761259696653	3134	178	69096	1940604
vill	Chrom5	190001	200000	0.0029236008481655	1316	91	31126	797954
alle	Chrom5	190001	200000	0.0	1314	0	248205	996731
alle	Chrom5	200001	210000	0.0008586644512917	1816	277	322594	1420884
vill	Chrom5	200001	210000	0.0030342551435947	1829	114	37571	1123519
vill	Chrom5	210001	220000	0.0037429819089207	2302	186	49693	1406237
alle	Chrom5	210001	220000	0.0042594099475044	2304	1183	277738	1908468
vill	Chrom5	220001	230000	0.0060843583873346	3085	784	128855	1849975
alle	Chrom5	220001	230000	0.0077317208271787	3081	1675	216640	2754746
vill	Chrom5	230001	240000	0.0123124010921169	2712	7788	632533	1076027
alle	Chrom5	230001	240000	0.0119131103715887	2712	16818	1411722	1153830
vill	Chrom5	240001	250000	0.0073973671379814	1857	3793	512750	657790
alle	Chrom5	240001	250000	0.0067949706642031	1853	6811	1002359	755309
vill	Chrom5	250001	260000	0.0066766467065868	2262	669	100200	1375260
alle	Chrom5	250001	260000	0.0018424103810295	1782	348	188883	2026649
vill	Chrom5	260001	270000	0.0032142078884288	2581	177	55068	1649712
alle	Chrom5	260001	270000	0.0048346579465967	2258	893	184708	2375168
alle	Chrom5	270001	280000	0.0008082947767434	751	116	143512	572610
vill	Chrom5	270001	280000	0.0009358622410781	750	15	16028	460882
alle	Chrom5	280001	290000	0.0047247993855234	3520	935	197892	3315552
vill	Chrom5	280001	290000	0.0040769712524406	3413	332	81433	2258387
alle	Chrom5	290001	300000	0.0019925202986244	2840	707	354827	2459523
vill	Chrom5	290001	300000	0.0042689281991976	2672	299	70041	1804209
vill	Chrom5	300001	310000	0.004574835453499	2238	155	33881	1573249
alle	Chrom5	300001	310000	0.0029106300239489	1927	491	168692	2244554
alle	Chrom5	310001	320000	0.0026155264744476	2959	295	112788	2873734
vill	Chrom5	310001	320000	0.0032813605850687	2722	153	46627	1942283
alle	Chrom5	320001	330000	0.0098542038156862	6208	8306	842889	5374223
vill	Chrom5	320001	330000	0.0104133016627078	4750	1644	157875	3982485
vill	Chrom5	330001	340000	0.0085534863577306	1997	395	46180	1308950
alle	Chrom5	330001	340000	0.0057816195058305	2145	1418	245260	1789586
alle	Chrom5	340001	350000	0.0014171605256377	1417	286	201812	1148130
vill	Chrom5	340001	350000	0.0027356130108423	1414	82	29975	869035
alle	Chrom5	350001	360000	0.0007739117528571	1709	146	188652	1428062
vill	Chrom5	350001	360000	0.0006961286266055	1602	31	44532	1032138
alle	Chrom5	360001	370000	0.0013005133805006	2575	343	263742	2172208
vill	Chrom5	360001	370000	0.0012549990796673	2541	75	59761	1562489
alle	Chrom5	370001	380000	0.0035127724591253	2195	761	216638	1926998
vill	Chrom5	370001	380000	0.0070280387551379	2152	383	54496	1373084
vill	Chrom5	380001	390000	0.0059843267632391	3955	882	147385	2555315
alle	Chrom5	380001	390000	0.0086310155562968	3182	2277	263816	3794524
alle	Chrom5	390001	400000	0.0127968098604313	2479	5648	441360	1916072
vill	Chrom5	390001	400000	0.0125325238508239	2388	1734	138360	1431600
alle	Chrom5	400001	410000	0.0010300881563817	2444	258	250464	2066290
vill	Chrom5	400001	410000	0.0014805301368152	2325	83	56061	1486809
alle	Chrom5	410001	420000	0.0055036352036345	742	785	142633	559299
vill	Chrom5	410001	420000	0.0119139936552696	742	338	28370	439090
alle	Chrom5	420001	430000	0.0036527037651786	1716	669	183152	1445860
vill	Chrom5	420001	430000	0.0022687353629976	1633	93	40992	1043868
alle	Chrom5	430001	440000	0.0002719228437641	2388	109	400849	1858199
vill	Chrom5	430001	440000	0.0008166312793112	2193	35	42859	1461581
alle	Chrom5	440001	450000	0.0060136011207057	6512	2537	421877	5971191
vill	Chrom5	440001	450000	0.0134459384376041	4654	1210	89990	4167550
alle	Chrom5	450001	460000	0.0087688282299695	4866	5084	579781	4429289
vill	Chrom5	450001	460000	0.0034268911464609	3066	310	90461	3245389
vill	Chrom5	460001	470000	0.0064541952268974	4136	258	39974	2725096
alle	Chrom5	460001	470000	0.005273642702179	2015	773	146578	4005416
alle	Chrom5	470001	480000	0.0074138749751083	2738	1936	261132	2338476
vill	Chrom5	470001	480000	0.0073742923395099	2480	353	47869	1683371
vill	Chrom5	480001	490000	0.0071254924972755	519	85	11929	318821
alle	Chrom5	480001	490000	0.0085655864462696	523	997	116396	380254
alle	Chrom5	490001	500000	0.0015198761265279	2557	639	420429	2098769
vill	Chrom5	490001	500000	0.003370962684227	2479	129	38268	1639422
alle	Chrom5	500001	510000	0.0025187626869285	2388	541	214788	2051828
vill	Chrom5	500001	510000	0.0010372225918822	2282	53	51098	1458382
alle	Chrom5	510001	520000	0.0017012383017575	2650	477	280384	2235030
vill	Chrom5	510001	520000	0.0019736532949045	2517	126	63841	1611329
alle	Chrom5	520001	530000	0.0088261439131655	3246	3773	427480	2706618
vill	Chrom5	520001	530000	0.0104018499241117	3069	1309	125843	1961347
alle	Chrom5	530001	540000	0.0044145139940775	3307	1294	293124	2954494
vill	Chrom5	530001	540000	0.0037570174175903	3260	261	69470	2093320
alle	Chrom5	540001	550000	0.0050142313728619	915	377	75186	798918
vill	Chrom5	540001	550000	0.0006815365551425	798	11	16140	565980
alle	Chrom5	550001	560000	0.0026304875208081	1217	463	176013	975269
vill	Chrom5	550001	560000	0.0038167938931297	1034	85	22270	744440
alle	Chrom5	560001	570000	0.0012917228683277	2883	294	227603	2609451
vill	Chrom5	560001	570000	0.0026325411334552	2744	180	68375	1820995
alle	Chrom5	570001	580000	0.0021630733323117	943	367	169666	722412
vill	Chrom5	570001	580000	0.0007500468779298	934	16	21332	572758
alle	Chrom5	580001	590000	0.0011440141736269	1047	226	197550	860078
vill	Chrom5	580001	590000	0.0006601204719861	1080	16	24238	680102
alle	Chrom5	590001	600000	0.0073959770249312	2316	949	128313	2187495
vill	Chrom5	590001	600000	0.0013751767621073	2114	106	77081	1465159
vill	Chrom5	600001	610000	0.0047092064987049	598	80	16988	361012
alle	Chrom5	600001	610000	0.0035544840589117	600	460	129414	438186
alle	Chrom5	610001	620000	0.0118853678230935	989	839	70591	955819
vill	Chrom5	610001	620000	0.0014962650921354	1022	130	86883	596667
vill	Chrom5	620001	630000	0.0021647252860529	593	42	19402	391358
alle	Chrom5	620001	630000	0.0091486339710919	651	438	47876	568916
alle	Chrom5	630001	640000	0.0030420909097201	2834	879	288946	2460130
vill	Chrom5	630001	640000	0.0014895330112721	2872	111	74520	1756260
vill	Chrom5	640001	650000	0.0033154558751828	1547	68	20510	1088290
alle	Chrom5	640001	650000	0.0042176344230758	1759	752	178299	1486661
vill	Chrom5	650001	660000	0.0015190090070815	1758	71	46741	1090409
alle	Chrom5	650001	660000	0.0105671071050565	1770	1857	175734	1531796
alle	Chrom5	660001	670000	0.0014794520547945	1935	270	182500	1654632
vill	Chrom5	660001	670000	0.0026109035163361	1887	109	41748	1181712
alle	Chrom5	670001	680000	0.0007745266781411	1020	99	127820	1125630
vill	Chrom5	670001	680000	0.00478208890338	1285	132	27603	807147
alle	Chrom5	680001	690000	0.000518387030899	2366	132	254636	2094282
vill	Chrom5	680001	690000	0.0013806453449478	2403	97	70257	1494033
alle	Chrom5	690001	700000	0.0020715240767593	1360	660	318606	967954
vill	Chrom5	690001	700000	0.0017614678899082	1336	72	40875	815925
vill	Chrom5	700001	710000	0.001070114487591	3580	73	68217	2190963
alle	Chrom5	700001	710000	0.0010886356574455	3055	494	453779	2938577
alle	Chrom5	710001	720000	0.0076643591999082	1721	1002	130735	1505845
vill	Chrom5	710001	720000	0.0022467519781185	1576	138	61422	1028478
vill	Chrom5	720001	730000	0.0009048771029159	1713	49	54151	1442099
alle	Chrom5	720001	730000	0.0038495706248149	2318	1469	381601	1865149
vill	Chrom5	730001	740000	0.0051863785835669	1390	235	45311	846139
alle	Chrom5	730001	740000	0.0028765401056072	1412	572	198850	1139740
vill	Chrom5	740001	750000	0.0029689137268599	2295	357	120246	1464834
alle	Chrom5	740001	750000	0.0123180558998377	2483	5665	459894	1920242
vill	Chrom5	750001	760000	0.0075077460872328	1182	189	25174	734606
alle	Chrom5	750001	760000	0.0046516147841015	1197	718	154355	986521
vill	Chrom5	760001	770000	0.0038427947598253	1573	154	40075	995645
alle	Chrom5	760001	770000	0.0054559081324153	1642	859	157444	1397780
vill	Chrom5	770001	780000	0.0	401	0	20027	234493
alle	Chrom5	770001	780000	0.0013009457970904	404	137	105308	276876
alle	Chrom5	780001	790000	0.0057638273462349	1403	839	145563	1336819
vill	Chrom5	780001	790000	0.0010424602060863	1527	52	49882	937328
alle	Chrom5	790001	800000	0.0014778325123152	1446	273	184730	1185078
vill	Chrom5	790001	800000	0.0016530314916507	1444	59	35692	876548
alle	Chrom5	800001	810000	0.0032798970090971	1971	1228	374402	1498678
vill	Chrom5	800001	810000	0.0046514266265812	1557	164	35258	1212142
alle	Chrom5	810001	820000	0.0037343865506554	2214	1076	288133	1825231
vill	Chrom5	810001	820000	0.0055986128809876	2004	268	47869	1359551
alle	Chrom5	820001	830000	0.012204928432301	3072	10928	895376	2027764
vill	Chrom5	820001	830000	0.0103399655334482	2637	594	57447	1889253
alle	Chrom5	830001	840000	0.012443689208684	1947	7030	564945	1277863
vill	Chrom5	830001	840000	0.0044285665369294	1651	388	87613	1139627
alle	Chrom5	840001	850000	0.0013081937707148	1939	298	227795	1607445
vill	Chrom5	840001	850000	0.0014693139434125	1904	78	53086	1169114
alle	Chrom5	850001	860000	0.0012476179617896	2369	383	306985	1935035
vill	Chrom5	850001	860000	0.0014514767932489	2344	86	59250	1433850
vill	Chrom5	860001	870000	0.0019774223423694	2106	79	39951	1290609
alle	Chrom5	860001	870000	0.00090309162275	2088	231	255788	1742164
alle	Chrom5	870001	880000	0.0003790793251637	1755	101	266435	1393795
vill	Chrom5	870001	880000	0.0014667577068001	1738	58	39543	1066107
alle	Chrom5	880001	890000	0.0015208294439865	1749	334	219617	1839825
vill	Chrom5	880001	890000	0.0035289341369726	2177	226	64042	1307468
alle	Chrom5	890001	900000	0.0036398794289939	2383	896	246162	2112216
vill	Chrom5	890001	900000	0.0050817425027581	2134	304	59822	1510768
vill	Chrom5	900001	910000	0.0017918916901022	1698	72	40181	1074289
alle	Chrom5	900001	910000	0.001415736628447	1758	445	314324	1359150
alle	Chrom5	910001	920000	0.0038523413825564	2409	1420	368607	1995447
vill	Chrom5	910001	920000	0.0032269831916266	2489	230	71274	1503096
alle	Chrom5	920001	930000	0.0058294470353097	2277	665	114076	2041858
vill	Chrom5	920001	930000	0.0017908802865408	2224	156	87108	1348662
alle	Chrom5	930001	940000	0.0009926609543666	1887	239	240767	1549065
vill	Chrom5	930001	940000	0.0011369262648304	1873	62	54533	1137427
alle	Chrom5	940001	950000	0.006232671370286	3125	1659	266178	2778996
vill	Chrom5	940001	950000	0.0050859106529209	2933	370	72750	1955220
vill	Chrom5	950001	960000	0.0011622838878396	2354	56	48181	1470749
alle	Chrom5	950001	960000	0.0015970564315134	2411	487	304936	1975870
alle	Chrom5	960001	970000	0.0022460495718219	2401	283	125999	2311843
vill	Chrom5	960001	970000	0.0013128371604525	1831	55	41894	1581616
vill	Chrom5	970001	980000	0.0024787658172993	2791	143	57690	1835460
alle	Chrom5	970001	980000	0.0023616626952607	2943	446	188850	2653880
alle	Chrom5	980001	990000	0.0148504701781872	4789	14559	980373	3551913
vill	Chrom5	980001	990000	0.0082279811417074	1202	274	33301	2985029
alle	Chrom5	990001	1000000	0.0044950486012869	974	591	131478	790872
vill	Chrom5	990001	1000000	0.0021678911236902	973	72	33212	581038
vill	Chrom5	1000001	1010000	0.0064920528318782	1037	145	22335	637905
alle	Chrom5	1000001	1010000	0.0048905996344812	1048	958	195886	795522
alle	Chrom5	1010001	1020000	0.001397963652945	1363	233	166671	1158675
vill	Chrom5	1010001	1020000	0.0045395384273515	1327	143	31501	851129
vill	Chrom5	1020001	1030000	0.0010578412482526	2057	56	52938	1249272
alle	Chrom5	1020001	1030000	0.0016078032048877	2067	420	261226	1694156
alle	Chrom5	1030001	1040000	0.008037135009679	1286	1586	197334	1046656
vill	Chrom5	1030001	1040000	0.0074321130311465	1288	283	38078	790372
vill	Chrom5	1040001	1050000	0.0056438757485674	1813	262	46422	1245078
alle	Chrom5	1040001	1050000	0.0026125123580909	2015	547	209377	1729923
vill	Chrom5	1050001	1060000	0.0079605761940864	1847	147	18466	4672514
alle	Chrom5	1050001	1060000	0.0058375490140309	7446	11904	2039212	5004704
vill	Chrom5	1060001	1070000	0.0153386614999596	494	190	12387	899223
alle	Chrom5	1060001	1070000	0.0065070063151011	1442	1831	281389	1087473
alle	Chrom5	1070001	1080000	0.002820208875231	991	502	178001	759485
vill	Chrom5	1070001	1080000	0.0020110203917467	873	50	24863	599467
vill	Chrom5	1080001	1090000	0.0091326874103562	1755	312	34163	1106137
alle	Chrom5	1080001	1090000	0.0043682877777506	1785	1073	245634	1466626
vill	Chrom5	1090001	1100000	0.0011041716986991	1814	32	28981	1210859
alle	Chrom5	1090001	1100000	0.0005188184473794	1966	92	177326	1684402
vill	Chrom5	1100001	1110000	0.0022065921941801	582	32	14502	352158
alle	Chrom5	1100001	1110000	0.0005488209976988	580	57	103859	446713
vill	Chrom5	1110001	1120000	0.0101945553234908	4434	3407	334198	2497652
alle	Chrom5	1110001	1120000	0.0107601348450941	4041	3760	349438	3902832
alle	Chrom5	1120001	1130000	0.0014074997228669	3227	419	297691	3001011
vill	Chrom5	1120001	1130000	0.0129110996916752	3404	2211	171248	2025562
vill	Chrom5	1130001	1140000	0.0058281544692823	3206	377	64686	2191344
alle	Chrom5	1130001	1140000	0.0051413363442074	3115	1275	247990	3139636
alle	Chrom5	1140001	1150000	0.0017214969294115	2289	245	142318	2210384
vill	Chrom5	1140001	1150000	0.0027300426569165	2115	112	41025	1525785
vill	Chrom5	1150001	1160000	0.0081910634577331	2541	712	86924	1900726
alle	Chrom5	1150001	1160000	0.0047579884254237	2754	943	198193	2786437
vill	Chrom5	1160001	1170000	0.002599883270547	1665	98	37694	1087486
alle	Chrom5	1160001	1170000	0.0005284474591113	1786	140	264927	1424629
vill	Chrom5	1170001	1180000	0.0016856815380705	6920	703	417042	4043988
alle	Chrom5	1170001	1180000	0.0033442470460996	6941	906	270913	6427713
vill	Chrom5	1180001	1190000	0.0046849421617661	2967	518	110567	2105773
alle	Chrom5	1180001	1190000	0.0046703868016082	2863	1078	230816	3097212
vill	Chrom5	1190001	1200000	0.0020231815001796	2118	107	52887	1343823
alle	Chrom5	1190001	1200000	0.0030135568318418	2188	722	239584	1857698
alle	Chrom5	1200001	1210000	0.0007675137033175	1276	120	156349	1054531
vill	Chrom5	1200001	1210000	0.0006632472585779	1269	30	45232	761168
alle	Chrom5	1210001	1220000	0.0049965595247197	3994	2222	444706	3352538
vill	Chrom5	1210001	1220000	0.0060938148609381	3714	367	60225	2468595
vill	Chrom5	1220001	1230000	0.003982059772813	2241	190	47714	1756606
alle	Chrom5	1220001	1230000	0.0056563766760212	2688	907	160350	2548994
vill	Chrom5	1230001	1240000	0.0021142461751364	815	55	26014	501926
alle	Chrom5	1230001	1240000	0.0002280454432374	833	33	144708	648040
vill	Chrom5	1240001	1250000	0.0038717057503629	2548	176	45458	1634752
alle	Chrom5	1240001	1250000	0.0007890644059526	2628	207	262336	2260646
vill	Chrom5	1250001	1260000	0.0041828390549044	2553	222	53074	1848266
alle	Chrom5	1250001	1260000	0.0010652538318989	3002	265	248767	2606261
vill	Chrom5	1260001	1270000	0.0067222994900324	2281	319	47454	1468956
alle	Chrom5	1260001	1270000	0.0016048398078082	1765	165	102814	2174208
vill	Chrom5	1270001	1280000	0.0012527019060719	1447	51	40712	1180858
alle	Chrom5	1270001	1280000	0.0048471813937402	1939	897	185056	1649238
alle	Chrom5	1280001	1290000	0.0092910782497974	4264	10274	1105792	2937412
vill	Chrom5	1280001	1290000	0.0083035947427974	4045	477	57445	2635175
alle	Chrom5	1290001	1300000	0.0071558825059674	2366	5639	788023	1450213
vill	Chrom5	1290001	1300000	0.0111767637217911	2270	471	42141	1448439
vill	Chrom5	1300001	1310000	0.0030786932657472	1721	198	64313	1035037
alle	Chrom5	1300001	1310000	0.0023744085722237	1739	546	229952	1420818
alle	Chrom5	1310001	1320000	0.0109471107577722	3506	4186	382384	3004296
vill	Chrom5	1310001	1320000	0.023349579087284	2297	2635	112850	2142550
alle	Chrom5	1320001	1330000	0.0041548175639851	1900	431	103735	2361541
vill	Chrom5	1320001	1330000	0.0123647785474022	2334	1055	85323	1556457
alle	Chrom5	1330001	1340000	0.0028905712319339	2507	693	239745	2141337
vill	Chrom5	1330001	1340000	0.0077409471659985	2360	475	61362	1524348
alle	Chrom5	1340001	1350000	0.0026226837401221	2891	689	262708	2483530
vill	Chrom5	1340001	1350000	0.0022571524974112	2820	194	85949	1742941
alle	Chrom5	1350001	1360000	0.0060855868046158	2416	877	144111	2252107
vill	Chrom5	1350001	1360000	0.0046403712296983	1904	94	20257	1575533
vill	Chrom5	1360001	1370000	0.0025820254145072	2633	140	54221	1628509
alle	Chrom5	1360001	1370000	0.001645176667558	2670	283	172018	2354748
alle	Chrom5	1370001	1380000	0.0017562884188091	3391	562	319993	2887893
vill	Chrom5	1370001	1380000	0.0014128460308342	3222	91	64409	2071921
vill	Chrom5	1380001	1390000	0.0089835238350089	2727	705	78477	2297883
alle	Chrom5	1380001	1390000	0.0042471946422035	3702	1288	303259	3265053
vill	Chrom5	1390001	1400000	0.0027063599458728	1000	38	14041	689669
alle	Chrom5	1390001	1400000	0.0045901367363021	930	664	144658	912024
vill	Chrom5	1400001	1410000	0.0027785307671455	1138	82	29512	797048
alle	Chrom5	1400001	1410000	0.0048024182735671	1239	985	205105	1036047
vill	Chrom5	1410001	1420000	0.0126381801020653	2556	790	62509	2092721
alle	Chrom5	1410001	1420000	0.0014745581996778	2664	195	132243	3104023
alle	Chrom5	1420001	1430000	0.0019775313957863	2722	699	353471	2232893
vill	Chrom5	1420001	1430000	0.0048693565745135	2715	276	56681	1665739
vill	Chrom5	1430001	1440000	0.0013527932322231	3830	142	104968	2372822
alle	Chrom5	1430001	1440000	0.0013611859033677	3525	456	335002	3385616
alle	Chrom5	1440001	1450000	0.0101489851014898	2969	2639	260026	2563784
vill	Chrom5	1440001	1450000	0.004961455360239	1915	186	37489	1843061
alle	Chrom5	1450001	1460000	0.0041332477489096	2289	689	166697	2220061
vill	Chrom5	1450001	1460000	0.0055364437755321	2371	206	37208	1552282
vill	Chrom5	1460001	1470000	0.0039737730975561	2335	240	60396	1520904
alle	Chrom5	1460001	1470000	0.0039603644598488	2509	745	188114	2186346
alle	Chrom5	1470001	1480000	0.001910589117847	1186	163	85314	1036642
vill	Chrom5	1470001	1480000	0.0018189270892042	1173	71	39034	708146
alle	Chrom5	1480001	1490000	0.0009424028640623	1571	179	189940	1300010
