pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
alle	vill	Chrom6	20001	30000	NA	1
alle	vill	Chrom6	70001	80000	0.5268683535962725	6
alle	vill	Chrom6	80001	90000	0.4673995868195203	37
alle	vill	Chrom6	90001	100000	0.5135371553500261	30
alle	vill	Chrom6	100001	110000	0.6354959895090635	17
alle	vill	Chrom6	110001	120000	0.4470271351279303	82
alle	vill	Chrom6	120001	130000	0.3172759357578248	83
alle	vill	Chrom6	130001	140000	0.3915151886228689	38
alle	vill	Chrom6	140001	150000	0.4532684141486864	26
alle	vill	Chrom6	150001	160000	0.1479321019952681	59
alle	vill	Chrom6	160001	170000	0.4286318730213916	38
alle	vill	Chrom6	170001	180000	0.4053253547687844	9
alle	vill	Chrom6	180001	190000	0.5220873734636557	51
alle	vill	Chrom6	190001	200000	0.5181820222622465	32
alle	vill	Chrom6	200001	210000	0.4540862561085387	89
alle	vill	Chrom6	210001	220000	0.507185208951163	141
alle	vill	Chrom6	220001	230000	0.3897034183073282	32
alle	vill	Chrom6	230001	240000	0.4728216007381834	65
alle	vill	Chrom6	240001	250000	0.1148311097030848	192
alle	vill	Chrom6	250001	260000	0.6060840971703494	41
alle	vill	Chrom6	260001	270000	0.5067425593017778	35
alle	vill	Chrom6	270001	280000	0.274594975222781	154
alle	vill	Chrom6	280001	290000	0.4611272867333738	29
alle	vill	Chrom6	290001	300000	0.2817187485149967	80
alle	vill	Chrom6	300001	310000	0.1859919239544744	16
alle	vill	Chrom6	320001	330000	0.2125280356417129	71
alle	vill	Chrom6	330001	340000	0.2028823844636533	80
alle	vill	Chrom6	340001	350000	0.2085317505179029	134
alle	vill	Chrom6	350001	360000	0.1548847512222718	220
alle	vill	Chrom6	360001	370000	0.0783660841691631	59
alle	vill	Chrom6	370001	380000	0.0089426769901203	21
alle	vill	Chrom6	380001	390000	0.2705167739635695	111
alle	vill	Chrom6	390001	400000	0.1393042369430479	118
alle	vill	Chrom6	400001	410000	0.1858022647441602	53
alle	vill	Chrom6	410001	420000	0.120545097944951	69
alle	vill	Chrom6	420001	430000	0.1321851416903327	169
alle	vill	Chrom6	430001	440000	0.034248145170947	117
alle	vill	Chrom6	440001	450000	0.1320415343841195	71
alle	vill	Chrom6	450001	460000	0.1069810168449902	178
alle	vill	Chrom6	460001	470000	0.0675461240381263	126
alle	vill	Chrom6	470001	480000	0.1768836980070086	132
alle	vill	Chrom6	480001	490000	0.1525183182862778	123
alle	vill	Chrom6	490001	500000	0.0662586919393928	214
alle	vill	Chrom6	500001	510000	0.2688990676809004	119
alle	vill	Chrom6	510001	520000	0.433647360984295	36
alle	vill	Chrom6	520001	530000	0.4218481351938535	120
alle	vill	Chrom6	530001	540000	0.3341705029500462	193
alle	vill	Chrom6	540001	550000	0.1633086354863776	262
alle	vill	Chrom6	550001	560000	0.3561660957262347	175
alle	vill	Chrom6	560001	570000	0.2680040819452529	88
alle	vill	Chrom6	570001	580000	0.3455720715625028	88
alle	vill	Chrom6	580001	590000	0.6050302847466991	96
alle	vill	Chrom6	590001	600000	0.4957167387115516	17
alle	vill	Chrom6	600001	610000	0.533345853648503	46
alle	vill	Chrom6	610001	620000	0.4416871935477722	92
alle	vill	Chrom6	620001	630000	0.2810804496257177	62
alle	vill	Chrom6	630001	640000	0.3793919005428053	92
alle	vill	Chrom6	640001	650000	0.4603938581698875	31
alle	vill	Chrom6	650001	660000	0.3412768315974075	61
alle	vill	Chrom6	660001	670000	0.3409360293782297	85
alle	vill	Chrom6	670001	680000	0.4609370608200022	25
alle	vill	Chrom6	680001	690000	0.2221298612922774	41
alle	vill	Chrom6	690001	700000	0.3911738642643566	117
alle	vill	Chrom6	700001	710000	0.5281419984044415	26
alle	vill	Chrom6	710001	720000	0.257921390555248	80
alle	vill	Chrom6	720001	730000	0.4463897774227551	17
alle	vill	Chrom6	730001	740000	0.3764691677048459	58
alle	vill	Chrom6	740001	750000	0.3260394434079683	30
alle	vill	Chrom6	750001	760000	0.1767065694278296	18
alle	vill	Chrom6	760001	770000	0.3424620197180219	67
alle	vill	Chrom6	770001	780000	0.2236227928321748	78
alle	vill	Chrom6	780001	790000	0.2376214767597105	69
alle	vill	Chrom6	790001	800000	0.118149064257188	94
alle	vill	Chrom6	800001	810000	0.2661839012547865	201
alle	vill	Chrom6	810001	820000	0.0602599369418726	75
alle	vill	Chrom6	820001	830000	0.0216271954256024	34
alle	vill	Chrom6	830001	840000	0.0563769900966631	55
alle	vill	Chrom6	840001	850000	0.2469817824832639	27
alle	vill	Chrom6	850001	860000	0.2303894308863256	22
alle	vill	Chrom6	860001	870000	0.5262336413678212	39
alle	vill	Chrom6	870001	880000	0.5480427046263345	32
alle	vill	Chrom6	880001	890000	0.3271606945502405	73
alle	vill	Chrom6	890001	900000	0.2084344641543915	65
alle	vill	Chrom6	900001	910000	0.1891903252748773	52
alle	vill	Chrom6	910001	920000	0.2148617154662076	21
alle	vill	Chrom6	920001	930000	0.3254255022003312	32
alle	vill	Chrom6	930001	940000	0.4076273029120045	21
alle	vill	Chrom6	940001	950000	0.3626370155727666	29
alle	vill	Chrom6	950001	960000	0.0880850440409793	188
alle	vill	Chrom6	960001	970000	0.3790500877393746	31
alle	vill	Chrom6	970001	980000	0.295149114505351	6
alle	vill	Chrom6	980001	990000	0.3773913130880769	114
alle	vill	Chrom6	990001	1000000	0.2335069308471121	35
alle	vill	Chrom6	1000001	1010000	0.3991616652700541	28
alle	vill	Chrom6	1010001	1020000	0.2311632759947198	22
alle	vill	Chrom6	1020001	1030000	0.2698111777933391	79
alle	vill	Chrom6	1030001	1040000	0.3378360486113252	36
alle	vill	Chrom6	1040001	1050000	0.1299003745173315	27
alle	vill	Chrom6	1050001	1060000	0.3840628730614642	29
alle	vill	Chrom6	1060001	1070000	0.2437742339509697	159
alle	vill	Chrom6	1070001	1080000	0.4521479094900483	72
alle	vill	Chrom6	1080001	1090000	0.110894027552191	128
alle	vill	Chrom6	1090001	1100000	0.2910845390357527	113
alle	vill	Chrom6	1100001	1110000	0.1499548669346589	105
alle	vill	Chrom6	1110001	1120000	0.1983600768551164	93
alle	vill	Chrom6	1120001	1130000	0.1359960476236564	204
alle	vill	Chrom6	1130001	1140000	NA	1
alle	vill	Chrom6	1140001	1150000	0.0911311731359265	37
alle	vill	Chrom6	1150001	1160000	0.0864802149183008	86
alle	vill	Chrom6	1160001	1170000	0.2240647337074968	91
alle	vill	Chrom6	1170001	1180000	0.2567813737385632	102
alle	vill	Chrom6	1180001	1190000	0.2093003459024596	125
alle	vill	Chrom6	1190001	1200000	0.3705841338430797	21
alle	vill	Chrom6	1200001	1210000	0.278838794211285	35
alle	vill	Chrom6	1210001	1220000	0.3071493849845761	39
alle	vill	Chrom6	1220001	1230000	0.2913925551638399	57
alle	vill	Chrom6	1230001	1240000	0.5501188059980254	10
alle	vill	Chrom6	1240001	1250000	0.4550446926253779	24
alle	vill	Chrom6	1250001	1260000	0.4655419948788574	27
alle	vill	Chrom6	1260001	1270000	0.2835009983192249	70
alle	vill	Chrom6	1270001	1280000	0.262964223175368	116
alle	vill	Chrom6	1280001	1290000	0.1117844368523934	130
alle	vill	Chrom6	1290001	1300000	0.1852123108130711	49
alle	vill	Chrom6	1300001	1310000	0.1896257881186761	224
alle	vill	Chrom6	1310001	1320000	0.1897253450058021	321
alle	vill	Chrom6	1320001	1330000	0.0644334834707876	53
alle	vill	Chrom6	1330001	1340000	0.0826833718136598	5
alle	vill	Chrom6	1340001	1350000	0.1589207392362165	168
alle	vill	Chrom6	1350001	1360000	0.1972894190878366	206
