pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
alle	vill	Chrom5	1	10000	0.1042226381903245	69
alle	vill	Chrom5	10001	20000	0.0709101010865068	65
alle	vill	Chrom5	20001	30000	0.1069737219332116	654
alle	vill	Chrom5	30001	40000	0.4714993750387435	294
alle	vill	Chrom5	40001	50000	0.3945719693541443	163
alle	vill	Chrom5	50001	60000	0.5983650971364737	32
alle	vill	Chrom5	60001	70000	0.3308229573690848	167
alle	vill	Chrom5	70001	80000	0.6811019994471575	7
alle	vill	Chrom5	80001	90000	0.571084688324232	32
alle	vill	Chrom5	90001	100000	0.2064137325254264	112
alle	vill	Chrom5	100001	110000	0.4277975065417526	36
alle	vill	Chrom5	110001	120000	0.1456726175558639	23
alle	vill	Chrom5	120001	130000	0.5313217990956532	20
alle	vill	Chrom5	130001	140000	0.2856408686484848	22
alle	vill	Chrom5	140001	150000	0.1974491270495867	111
alle	vill	Chrom5	150001	160000	0.1933991412833078	32
alle	vill	Chrom5	160001	170000	0.295668676410005	48
alle	vill	Chrom5	170001	180000	0.3744455545129362	65
alle	vill	Chrom5	180001	190000	0.5268313327561462	36
alle	vill	Chrom5	190001	200000	0.6577812891649483	9
alle	vill	Chrom5	200001	210000	0.4679281402348718	22
alle	vill	Chrom5	210001	220000	0.3317036486106517	40
alle	vill	Chrom5	220001	230000	0.297375174460444	38
alle	vill	Chrom5	230001	240000	0.0650149845628084	73
alle	vill	Chrom5	240001	250000	0.0102301636722645	33
alle	vill	Chrom5	250001	260000	0.3400639592459176	66
alle	vill	Chrom5	260001	270000	0.3453849427907703	76
alle	vill	Chrom5	270001	280000	0.170683932948793	5
alle	vill	Chrom5	280001	290000	0.3182959814681795	108
alle	vill	Chrom5	290001	300000	0.2838934940398634	91
alle	vill	Chrom5	300001	310000	0.2281993510859601	49
alle	vill	Chrom5	310001	320000	0.2900413486524349	90
alle	vill	Chrom5	320001	330000	0.218109690848316	340
alle	vill	Chrom5	330001	340000	0.3768742444726993	78
alle	vill	Chrom5	340001	350000	0.3644461756970991	19
alle	vill	Chrom5	350001	360000	0.2374639377157994	13
alle	vill	Chrom5	360001	370000	0.3718340733844496	22
alle	vill	Chrom5	370001	380000	0.3299765886666059	96
alle	vill	Chrom5	380001	390000	0.3577479066933514	171
alle	vill	Chrom5	390001	400000	0.30627046473192	55
alle	vill	Chrom5	400001	410000	0.3930133370553685	36
alle	vill	Chrom5	410001	420000	0.1045423289755613	16
alle	vill	Chrom5	420001	430000	0.2360642640148695	33
alle	vill	Chrom5	430001	440000	0.4651136996603883	13
alle	vill	Chrom5	440001	450000	0.1598740898313845	242
alle	vill	Chrom5	450001	460000	0.1142264331909832	202
alle	vill	Chrom5	460001	470000	0.1890549721163731	134
alle	vill	Chrom5	470001	480000	0.2170902010665777	96
alle	vill	Chrom5	480001	490000	0.1823983191858983	16
alle	vill	Chrom5	490001	500000	0.3394300661992854	59
alle	vill	Chrom5	500001	510000	0.1069080964323168	32
alle	vill	Chrom5	510001	520000	0.3800449986373675	42
alle	vill	Chrom5	520001	530000	0.3605653932952747	121
alle	vill	Chrom5	530001	540000	0.4730598022345656	94
alle	vill	Chrom5	540001	550000	0.3302516353672203	16
alle	vill	Chrom5	550001	560000	0.347409730808799	25
alle	vill	Chrom5	560001	570000	0.4567110248599672	54
alle	vill	Chrom5	570001	580000	0.1348098087618323	13
alle	vill	Chrom5	580001	590000	0.2173126926770597	14
alle	vill	Chrom5	590001	600000	0.4029876600302061	63
alle	vill	Chrom5	600001	610000	0.3779603937361044	11
alle	vill	Chrom5	610001	620000	0.5087317577139994	39
alle	vill	Chrom5	620001	630000	0.3357381996300067	19
alle	vill	Chrom5	630001	640000	0.3482812769857822	34
alle	vill	Chrom5	640001	650000	0.2582259343891146	42
alle	vill	Chrom5	650001	660000	0.2545609696616052	54
alle	vill	Chrom5	660001	670000	0.4038509270837483	23
alle	vill	Chrom5	670001	680000	0.5442229422509905	29
alle	vill	Chrom5	680001	690000	0.4881049882063659	29
alle	vill	Chrom5	690001	700000	0.476749650322341	17
alle	vill	Chrom5	700001	710000	0.4860290663021728	28
alle	vill	Chrom5	710001	720000	0.2704511150862527	51
alle	vill	Chrom5	720001	730000	0.2279281178405985	59
alle	vill	Chrom5	730001	740000	0.4232618885572979	28
alle	vill	Chrom5	740001	750000	0.2873450108161963	54
alle	vill	Chrom5	750001	760000	0.2185944844851945	49
alle	vill	Chrom5	760001	770000	0.3259865284216362	76
alle	vill	Chrom5	770001	780000	-0.0370430833301016	5
alle	vill	Chrom5	780001	790000	0.2952159705020575	26
alle	vill	Chrom5	790001	800000	0.3845868204175205	11
alle	vill	Chrom5	800001	810000	0.2135478664914889	63
alle	vill	Chrom5	810001	820000	0.5023453002679878	74
alle	vill	Chrom5	820001	830000	0.2524891389752469	135
alle	vill	Chrom5	830001	840000	0.207209805733509	73
alle	vill	Chrom5	840001	850000	0.4813417609130883	24
alle	vill	Chrom5	850001	860000	0.5165699225926755	14
alle	vill	Chrom5	860001	870000	0.5239264194831359	21
alle	vill	Chrom5	870001	880000	0.3117859113322405	20
alle	vill	Chrom5	880001	890000	0.5092220413919382	35
alle	vill	Chrom5	890001	900000	0.3580377549721233	77
alle	vill	Chrom5	900001	910000	0.4300782416491735	17
alle	vill	Chrom5	910001	920000	0.385996502750696	71
alle	vill	Chrom5	920001	930000	0.3646199167354606	71
alle	vill	Chrom5	930001	940000	0.4639102700195817	19
alle	vill	Chrom5	940001	950000	0.3376285576691376	131
alle	vill	Chrom5	950001	960000	0.2678993892806588	19
alle	vill	Chrom5	960001	970000	0.3374046334780913	34
alle	vill	Chrom5	970001	980000	0.2484263789139625	36
alle	vill	Chrom5	980001	990000	0.0641845384891083	238
alle	vill	Chrom5	990001	1000000	0.3384453745885409	38
alle	vill	Chrom5	1000001	1010000	0.4508310174373724	33
alle	vill	Chrom5	1010001	1020000	0.5631765479122552	30
alle	vill	Chrom5	1020001	1030000	0.2916638338422294	18
alle	vill	Chrom5	1030001	1040000	0.3285440529635106	54
alle	vill	Chrom5	1040001	1050000	0.545044722739191	69
alle	vill	Chrom5	1050001	1060000	0.1189953589720588	310
alle	vill	Chrom5	1060001	1070000	0.2916646924787785	53
alle	vill	Chrom5	1070001	1080000	0.3925153483628236	15
alle	vill	Chrom5	1080001	1090000	0.5454712827831326	92
alle	vill	Chrom5	1090001	1100000	0.233191259432555	19
alle	vill	Chrom5	1100001	1110000	0.5185401420559598	5
alle	vill	Chrom5	1110001	1120000	0.2613385844109268	196
alle	vill	Chrom5	1120001	1130000	0.2843834703388932	91
alle	vill	Chrom5	1130001	1140000	0.3619602184867747	122
alle	vill	Chrom5	1140001	1150000	0.2802652793363127	33
alle	vill	Chrom5	1150001	1160000	0.4097352738605027	50
alle	vill	Chrom5	1160001	1170000	0.4225022506686541	16
alle	vill	Chrom5	1170001	1180000	0.4166806034287124	202
alle	vill	Chrom5	1180001	1190000	0.4661899177530457	133
alle	vill	Chrom5	1190001	1200000	0.2721588329415819	57
alle	vill	Chrom5	1200001	1210000	0.2944216667119794	11
alle	vill	Chrom5	1210001	1220000	0.2277383006889342	149
alle	vill	Chrom5	1220001	1230000	0.2891794530751675	79
alle	vill	Chrom5	1230001	1240000	0.4434723907743393	8
alle	vill	Chrom5	1240001	1250000	0.4011866636666812	57
alle	vill	Chrom5	1250001	1260000	0.4719728812721803	59
alle	vill	Chrom5	1260001	1270000	0.4755609897994554	62
alle	vill	Chrom5	1270001	1280000	0.2334889023381804	44
alle	vill	Chrom5	1280001	1290000	0.2639244848967557	188
alle	vill	Chrom5	1290001	1300000	0.3261702299716937	100
alle	vill	Chrom5	1300001	1310000	0.4762056042856941	32
alle	vill	Chrom5	1310001	1320000	0.170401668975892	112
alle	vill	Chrom5	1320001	1330000	0.2547311523469934	78
alle	vill	Chrom5	1330001	1340000	0.2768547093986782	74
alle	vill	Chrom5	1340001	1350000	0.3084830306800786	88
alle	vill	Chrom5	1350001	1360000	0.1607205917694804	65
alle	vill	Chrom5	1360001	1370000	0.366348285498951	34
alle	vill	Chrom5	1370001	1380000	0.2877769711186907	39
alle	vill	Chrom5	1380001	1390000	0.2329573794948452	104
alle	vill	Chrom5	1390001	1400000	0.350101795886526	23
alle	vill	Chrom5	1400001	1410000	0.1656810408716447	26
alle	vill	Chrom5	1410001	1420000	0.1425378203965121	45
alle	vill	Chrom5	1420001	1430000	0.4629560436725152	47
alle	vill	Chrom5	1430001	1440000	0.3581893393737982	35
alle	vill	Chrom5	1440001	1450000	0.2826144725254383	109
alle	vill	Chrom5	1450001	1460000	0.3643405628360407	50
alle	vill	Chrom5	1460001	1470000	0.3109483389192362	59
alle	vill	Chrom5	1470001	1480000	0.3298668999210883	14
alle	vill	Chrom5	1480001	1490000	0.3086981650151452	29
alle	vill	Chrom5	1490001	1500000	0.367335758448391	84
alle	vill	Chrom5	1500001	1510000	0.2521697696524699	82
alle	vill	Chrom5	1510001	1520000	0.394606648458238	41
alle	vill	Chrom5	1520001	1530000	0.4643447342523045	19
alle	vill	Chrom5	1530001	1540000	0.2461077796440658	13
alle	vill	Chrom5	1540001	1550000	0.430582784128377	60
alle	vill	Chrom5	1550001	1560000	0.2874620395576642	36
alle	vill	Chrom5	1560001	1570000	0.1285160455604036	80
alle	vill	Chrom5	1570001	1580000	0.3148168909321685	16
alle	vill	Chrom5	1580001	1590000	0.1120274711213008	39
alle	vill	Chrom5	1590001	1600000	0.3627714389635685	171
alle	vill	Chrom5	1600001	1610000	0.4533573608391512	17
alle	vill	Chrom5	1610001	1620000	0.1482627926452911	67
alle	vill	Chrom5	1620001	1630000	0.3964354089373488	30
alle	vill	Chrom5	1630001	1640000	0.2938611443172192	54
alle	vill	Chrom5	1640001	1650000	0.3086520493158865	150
alle	vill	Chrom5	1650001	1660000	0.2096271517343775	85
alle	vill	Chrom5	1660001	1670000	0.4213295192998928	16
alle	vill	Chrom5	1670001	1680000	0.1773734260127298	31
alle	vill	Chrom5	1680001	1690000	0.3744400523355149	22
alle	vill	Chrom5	1690001	1700000	0.2807449202021372	41
alle	vill	Chrom5	1700001	1710000	0.5114036837668009	7
alle	vill	Chrom5	1710001	1720000	0.4467772701209467	21
alle	vill	Chrom5	1720001	1730000	0.3751833123345708	29
alle	vill	Chrom5	1730001	1740000	0.2432483360001041	87
alle	vill	Chrom5	1740001	1750000	0.3325580935597311	150
alle	vill	Chrom5	1750001	1760000	0.1887779308928693	158
alle	vill	Chrom5	1760001	1770000	0.4267326477210456	80
alle	vill	Chrom5	1770001	1780000	0.5122593546944763	22
alle	vill	Chrom5	1780001	1790000	0.1562524856399468	82
alle	vill	Chrom5	1790001	1800000	0.0	222
alle	vill	Chrom5	1800001	1810000	NA	3
alle	vill	Chrom5	1810001	1820000	0.4559490495030395	64
alle	vill	Chrom5	1820001	1830000	0.2599247321630013	58
alle	vill	Chrom5	1830001	1840000	0.2004857586872218	42
alle	vill	Chrom5	1840001	1850000	0.1862156897263187	49
alle	vill	Chrom5	1850001	1860000	0.3214878027905358	49
alle	vill	Chrom5	1860001	1870000	0.3729715331904974	18
alle	vill	Chrom5	1870001	1880000	0.287660814479548	176
alle	vill	Chrom5	1880001	1890000	0.438080709181008	56
alle	vill	Chrom5	1890001	1900000	0.1997290928085612	165
alle	vill	Chrom5	1900001	1910000	0.1858237673762996	50
alle	vill	Chrom5	1910001	1920000	0.1949860669572722	63
alle	vill	Chrom5	1920001	1930000	0.4104133101604361	40
alle	vill	Chrom5	1930001	1940000	0.2268555248387947	105
alle	vill	Chrom5	1940001	1950000	0.6100285684355907	16
alle	vill	Chrom5	1950001	1960000	0.5608427074977123	50
alle	vill	Chrom5	1960001	1970000	0.5851116487468301	29
alle	vill	Chrom5	1970001	1980000	0.5492193827025353	53
alle	vill	Chrom5	1980001	1990000	0.3773454998437964	30
alle	vill	Chrom5	1990001	2000000	0.3359900746466898	30
alle	vill	Chrom5	2000001	2010000	0.4023185987631054	54
alle	vill	Chrom5	2010001	2020000	0.5387994558830415	79
alle	vill	Chrom5	2020001	2030000	0.3307560598095934	100
alle	vill	Chrom5	2030001	2040000	0.4526696793321004	17
alle	vill	Chrom5	2040001	2050000	0.475025322697024	118
alle	vill	Chrom5	2050001	2060000	0.2984216533314003	127
alle	vill	Chrom5	2060001	2070000	0.500805635745394	53
alle	vill	Chrom5	2070001	2080000	0.4243929374940371	101
alle	vill	Chrom5	2080001	2090000	0.2381604903610903	72
alle	vill	Chrom5	2090001	2100000	0.4392048113094105	35
alle	vill	Chrom5	2100001	2110000	0.4574859582070146	68
alle	vill	Chrom5	2110001	2120000	0.3043159376775588	93
alle	vill	Chrom5	2120001	2130000	0.2968312783237732	164
alle	vill	Chrom5	2130001	2140000	0.3416150184801951	85
alle	vill	Chrom5	2140001	2150000	0.2350702878266218	89
alle	vill	Chrom5	2150001	2160000	0.4085324451335059	15
alle	vill	Chrom5	2160001	2170000	0.1812021004317592	164
alle	vill	Chrom5	2170001	2180000	0.1788421836736566	240
alle	vill	Chrom5	2180001	2190000	0.1004191248084157	126
alle	vill	Chrom5	2190001	2200000	0.2453347589905183	65
alle	vill	Chrom5	2200001	2210000	0.1493608622802281	120
alle	vill	Chrom5	2210001	2220000	0.2668685754807617	81
alle	vill	Chrom5	2220001	2230000	0.1243697304367406	43
alle	vill	Chrom5	2230001	2240000	0.0817087400632324	60
alle	vill	Chrom5	2240001	2250000	0.1798387016179112	188
alle	vill	Chrom5	2250001	2260000	0.0997809987382512	100
alle	vill	Chrom5	2260001	2270000	0.1353870175626647	82
alle	vill	Chrom5	2270001	2280000	0.2264294081253617	52
alle	vill	Chrom5	2280001	2290000	0.1352051922255817	33
alle	vill	Chrom5	2290001	2300000	0.2396088561663055	100
alle	vill	Chrom5	2300001	2310000	0.09697240133221	162
alle	vill	Chrom5	2310001	2320000	0.1386498679503441	24
alle	vill	Chrom5	2320001	2330000	0.2147075224166563	41
alle	vill	Chrom5	2330001	2340000	0.4885803348703355	32
alle	vill	Chrom5	2340001	2350000	0.3099301849907622	80
alle	vill	Chrom5	2350001	2360000	0.2253357309575402	119
alle	vill	Chrom5	2360001	2370000	0.2091796831756048	96
alle	vill	Chrom5	2370001	2380000	0.1453170110601434	51
alle	vill	Chrom5	2380001	2390000	0.2512412990759818	43
alle	vill	Chrom5	2390001	2400000	0.2931049065711265	266
alle	vill	Chrom5	2400001	2410000	0.4643509622837788	146
alle	vill	Chrom5	2410001	2420000	0.2773022026721533	186
alle	vill	Chrom5	2420001	2430000	0.345858792443445	249
alle	vill	Chrom5	2430001	2440000	0.3868511275742222	245
alle	vill	Chrom5	2440001	2450000	0.3849321427115243	273
alle	vill	Chrom5	2450001	2460000	0.3354862851273921	194
alle	vill	Chrom5	2460001	2470000	0.0091167700586078	110
alle	vill	Chrom5	2470001	2480000	0.0816962476554918	200
alle	vill	Chrom5	2480001	2490000	0.3463448957987697	32
alle	vill	Chrom5	2490001	2500000	0.1656977582354016	88
alle	vill	Chrom5	2500001	2510000	0.5092531065225255	21
alle	vill	Chrom5	2510001	2520000	0.465037991036173	102
alle	vill	Chrom5	2520001	2530000	0.4395479632247173	82
alle	vill	Chrom5	2530001	2540000	0.1803549101954506	60
alle	vill	Chrom5	2540001	2550000	0.335176626437709	28
alle	vill	Chrom5	2550001	2560000	0.3209440251945383	104
alle	vill	Chrom5	2560001	2570000	0.4912068814603803	23
alle	vill	Chrom5	2570001	2580000	0.2873438138506884	171
alle	vill	Chrom5	2580001	2590000	0.2590968205111655	25
alle	vill	Chrom5	2590001	2600000	0.2330400200000392	9
alle	vill	Chrom5	2600001	2610000	0.1864350622650163	72
alle	vill	Chrom5	2610001	2620000	0.2332942761267866	111
alle	vill	Chrom5	2620001	2630000	0.2263019438883095	82
alle	vill	Chrom5	2630001	2640000	0.2392325912605261	25
alle	vill	Chrom5	2640001	2650000	0.0578785410779126	78
alle	vill	Chrom5	2650001	2660000	0.1128351950637392	73
alle	vill	Chrom5	2660001	2670000	0.2426584709539462	228
alle	vill	Chrom5	2670001	2680000	0.2522262487296864	15
alle	vill	Chrom5	2680001	2690000	0.083014329025969	192
alle	vill	Chrom5	2690001	2700000	0.3675324596335503	20
alle	vill	Chrom5	2700001	2710000	0.3991598100242578	70
alle	vill	Chrom5	2710001	2720000	0.2056241058820776	288
alle	vill	Chrom5	2720001	2730000	0.1782332935012409	13
alle	vill	Chrom5	2730001	2740000	0.3696877932221145	33
alle	vill	Chrom5	2740001	2750000	0.282631714148527	52
alle	vill	Chrom5	2750001	2760000	0.2670215264729742	98
alle	vill	Chrom5	2760001	2770000	0.0765746509572747	24
alle	vill	Chrom5	2770001	2780000	0.058620832894645	90
alle	vill	Chrom5	2780001	2790000	0.2506723862810653	61
alle	vill	Chrom5	2790001	2800000	0.3037494890240358	59
