pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom8	1	10000	0.0101875259404595	1093	540	53006	1021650
vill	Chrom8	1	10000	8.752352194652313e-05	411	2	22851	692829
alle	Chrom8	10001	20000	0.0096301865177388	2222	538	55866	2251428
vill	Chrom8	10001	20000	0.008481298431875	1883	417	49167	1487403
alle	Chrom8	20001	30000	0.0098438455587339	7084	20651	2097859	4750235
vill	Chrom8	20001	30000	0.0028212543949189	1857	199	70536	4490034
alle	Chrom8	30001	40000	0.016935777588928	1529	279	16474	1630512
vill	Chrom8	30001	40000	0.0020031502533899	1607	117	58408	1038422
alle	Chrom8	40001	50000	0.0034713612695264	515	14	4033	798175
vill	Chrom8	40001	50000	0.0075389512481152	689	315	41783	492457
alle	Chrom8	50001	60000	0.0	1194	0	7200	1500724
vill	Chrom8	50001	60000	0.000106786267286	1015	2	18729	985491
alle	Chrom8	60001	70000	0.0005213311321574	1115	6	11509	1468981
vill	Chrom8	60001	70000	0.0084019204389574	925	49	5832	980118
alle	Chrom8	70001	80000	0.0101380296196737	4446	4390	433023	3986689
vill	Chrom8	70001	80000	0.0104250200481154	2198	156	14964	2928396
alle	Chrom8	80001	90000	0.0022823033707865	1686	13	5696	2613778
vill	Chrom8	80001	90000	0.0001643090803172	2202	11	66947	1677523
vill	Chrom8	90001	100000	0.0	370	0	1085	232015
alle	Chrom8	90001	100000	NA	0	0	0	350020
alle	Chrom8	100001	110000	0.0031427092191603	7861	5366	1707444	5731900
vill	Chrom8	100001	110000	0.0024675792507204	6480	137	55520	4898800
alle	Chrom8	110001	120000	0.0026891419642189	8830	5001	1859701	6498209
vill	Chrom8	110001	120000	0.0034045115568113	8104	294	86356	5479694
alle	Chrom8	120001	130000	0.0007600307768276	8368	1376	1810453	6153921
vill	Chrom8	120001	130000	0.0013672684889441	7994	122	89229	5214741
alle	Chrom8	130001	140000	0.0069132094631814	2987	5773	835068	2083342
vill	Chrom8	130001	140000	0.0100419571789967	2975	651	64828	1878722
alle	Chrom8	140001	150000	0.0061540589130134	2330	89	14462	3264374
vill	Chrom8	140001	150000	0.0033088235294117	2196	27	8160	2175420
vill	Chrom8	150001	160000	0.0	341	0	341	1624429
alle	Chrom8	150001	160000	0.0	2319	0	2409	2437325
vill	Chrom8	160001	170000	0.0	249	0	249	399171
alle	Chrom8	160001	170000	0.0	385	0	895	598869
vill	Chrom8	170001	180000	0.0219438939174141	2993	1074	48943	3032387
alle	Chrom8	170001	180000	0.0336101110982077	4015	3473	103332	4523554
alle	Chrom8	180001	190000	0.0003649635036496	1130	2	5480	1239456
vill	Chrom8	180001	190000	0.0	331	0	1161	827919
alle	Chrom8	190001	200000	0.0089181326300334	2096	1640	183895	2331519
vill	Chrom8	190001	200000	0.0059090649997149	2399	311	52631	1622539
alle	Chrom8	200001	210000	0.0084582558789657	3416	1770	209263	3236069
vill	Chrom8	200001	210000	0.0150846896972884	3602	3557	235802	2058658
alle	Chrom8	210001	220000	0.0047591248286715	2072	750	157592	1891444
vill	Chrom8	210001	220000	0.005631106230819	2149	400	71034	1293546
alle	Chrom8	220001	230000	0.0003500555260489	2059	87	248532	1700228
vill	Chrom8	220001	230000	0.0057962172056131	2050	209	36058	1261742
alle	Chrom8	230001	240000	0.0008791716249578	1151	99	112606	993268
vill	Chrom8	230001	240000	0.0041184991620984	1169	145	35207	701263
vill	Chrom8	240001	250000	0.0015120967741935	1921	60	39680	1212760
alle	Chrom8	240001	250000	0.0007444636718271	1987	225	302231	1578417
vill	Chrom8	250001	260000	0.0032093189112088	725	54	16826	439924
alle	Chrom8	250001	260000	0.0001564365402824	720	19	121455	564395
alle	Chrom8	260001	270000	0.0008345635951848	2464	290	347487	2083733
vill	Chrom8	260001	270000	0.0051482812248619	2550	288	55941	1563159
alle	Chrom8	270001	280000	0.0015971365623061	988	224	140251	803857
vill	Chrom8	270001	280000	0.0023382412041942	997	64	27371	601369
alle	Chrom8	280001	290000	0.001885884479821	1411	290	153774	1245360
vill	Chrom8	280001	290000	0.0076916156890967	1324	171	22232	909538
alle	Chrom8	290001	300000	0.0022629696215709	2095	613	270883	1720447
vill	Chrom8	290001	300000	0.0040833568009011	2030	174	42612	1283538
alle	Chrom8	300001	310000	0.0001636929120969	870	25	152725	670295
vill	Chrom8	300001	310000	0.0010053466160946	870	22	21883	526217
vill	Chrom8	310001	320000	0.0060134212590419	1791	207	34423	1435367
alle	Chrom8	310001	320000	0.0052188980136023	2330	1006	192761	2014257
vill	Chrom8	320001	330000	0.0040783333945695	1557	111	27217	987713
alle	Chrom8	320001	330000	0.0025425281398435	1611	569	223793	1300213
vill	Chrom8	330001	340000	0.001653561907333	1083	49	29633	654547
alle	Chrom8	330001	340000	0.0012699653201777	1086	208	163784	863572
vill	Chrom8	340001	350000	0.0049228591193552	1836	306	62159	1097671
alle	Chrom8	340001	350000	0.0026256388664725	1834	449	171006	1570580
vill	Chrom8	350001	360000	0.0026699864043637	2933	163	61049	1888801
alle	Chrom8	350001	360000	0.0036299699393114	3072	1536	423144	2504726
vill	Chrom8	360001	370000	0.0242291017890944	2939	3968	163770	1729380
alle	Chrom8	360001	370000	0.0227107611548556	2985	10816	476250	2366480
vill	Chrom8	370001	380000	0.0085802878242757	4893	725	84496	3118424
alle	Chrom8	370001	380000	0.0022261196510654	4927	971	436185	4373279
vill	Chrom8	380001	390000	0.005873340143003	535	115	19580	319360
alle	Chrom8	380001	390000	0.0001944484954547	529	16	82284	426664
vill	Chrom8	390001	400000	0.0017683110619913	2253	88	49765	1369625
alle	Chrom8	390001	400000	0.0021478552500828	2138	415	193216	1938122
alle	Chrom8	400001	410000	0.0032516111775179	588	389	119633	436615
vill	Chrom8	400001	410000	0.0084969653695108	588	119	14005	356435
alle	Chrom8	410001	420000	0.000388397146303	905	57	146757	710319
vill	Chrom8	410001	420000	0.0014323715981174	902	35	24435	546345
alle	Chrom8	420001	430000	0.0001717668908582	833	32	186299	627261
vill	Chrom8	420001	430000	0.0014064059522729	852	31	22042	519758
alle	Chrom8	430001	440000	0.0035647080649863	1045	538	150924	865080
vill	Chrom8	430001	440000	0.0042368430267166	1070	121	28559	648061
alle	Chrom8	440001	450000	0.001659052226104	2404	926	558150	1717926
vill	Chrom8	440001	450000	0.0020570728291316	2405	94	45696	1470084
vill	Chrom8	450001	460000	0.0016565283510753	2378	61	36824	1541956
alle	Chrom8	450001	460000	0.0004436095442965	2506	179	403508	1967168
alle	Chrom8	460001	470000	0.0043583365448621	1204	622	142715	1009513
vill	Chrom8	460001	470000	0.0072734124740908	1210	193	26535	740805
alle	Chrom8	470001	480000	0.0022117188331954	1770	540	244154	1495540
vill	Chrom8	470001	480000	0.0085350066919718	1732	389	45577	1112993
alle	Chrom8	480001	490000	0.0033969017113097	2050	951	279961	1893947
vill	Chrom8	480001	490000	0.0077365716595138	2151	402	51961	1395779
vill	Chrom8	490001	500000	0.0031148429035752	1802	115	36920	1140550
alle	Chrom8	490001	500000	0.00151088904116	1860	355	234961	1533113
alle	Chrom8	500001	510000	0.0013075724133602	2179	500	382388	1687460
vill	Chrom8	500001	510000	0.0054039343752429	2164	278	51444	1326996
alle	Chrom8	510001	520000	0.0048106297903276	3632	622	129297	3428609
vill	Chrom8	510001	520000	0.0082514933684317	1896	163	19754	2349676
alle	Chrom8	520001	530000	0.0034784501729759	3910	735	211301	3510263
vill	Chrom8	520001	530000	0.0022075732025141	3386	288	130460	2347960
alle	Chrom8	530001	540000	3.0133733509314338e-05	1594	5	165927	1508493
