pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
vill	Chrom4	1	10000	0.0027243084043336	2906	259	95070	2331690
alle	Chrom4	1	10000	0.0065388638967643	3395	3019	461701	3182291
vill	Chrom4	10001	20000	0.0020746182362343	2676	61	29403	2057787
alle	Chrom4	10001	20000	0.0085251009608689	3109	1959	229792	2904306
vill	Chrom4	20001	30000	0.0	319	0	973	642257
alle	Chrom4	20001	30000	0.0028742514970059	992	48	16700	949166
vill	Chrom4	30001	40000	0.0007768599321542	1933	30	38617	1237133
alle	Chrom4	30001	40000	6.074706743531956e-06	1747	1	164617	1751033
vill	Chrom4	40001	50000	0.0165964374765307	3900	12773	769623	1709427
alle	Chrom4	40001	50000	0.0161141677313197	3923	28518	1769747	1952763
alle	Chrom4	50001	60000	0.0142375863165433	3602	14373	1009511	2508663
vill	Chrom4	50001	60000	0.0206692742285962	2723	5945	287625	2055345
alle	Chrom4	60001	70000	0.0053965559643733	4883	11191	2073730	5034514
vill	Chrom4	60001	70000	0.0044944126810263	7177	4612	1026163	3707657
vill	Chrom4	70001	80000	0.0042679772374547	4053	330	77320	3130640
alle	Chrom4	70001	80000	0.0104075288506579	4262	4888	469660	4347372
vill	Chrom4	80001	90000	0.0007639219543844	3122	438	573357	1490523
alle	Chrom4	80001	90000	0.0162668640874757	2019	12788	786138	2312958
alle	Chrom4	90001	100000	0.0020139549635267	2346	254	126120	2492408
vill	Chrom4	90001	100000	0.0020954766607254	2445	87	41518	1702322
vill	Chrom4	100001	110000	0.0037613200005242	3770	287	76303	2545757
alle	Chrom4	100001	110000	0.0046449716448745	3726	1005	216363	3720889
vill	Chrom4	110001	120000	0.0054331981659643	1905	205	37731	1455369
alle	Chrom4	110001	120000	0.0009447033631439	2156	90	95268	2146752
vill	Chrom4	120001	130000	0.0079241687145794	1046	316	39878	715492
alle	Chrom4	120001	130000	0.0082026705906917	996	825	100577	1033677
alle	Chrom4	130001	140000	0.0004979682893793	1346	25	50204	2118974
vill	Chrom4	130001	140000	0.0076715395759251	2095	932	121488	1323102
alle	Chrom4	140001	150000	0.0080503003424465	4407	1434	178130	4087384
vill	Chrom4	140001	150000	0.004090930221747	3009	88	21511	2819159
vill	Chrom4	150001	160000	0.0093630219153231	3149	640	68354	2089396
alle	Chrom4	150001	160000	0.0037485991060041	3195	873	232887	3007163
vill	Chrom4	160001	170000	0.0102904801166994	2107	649	63068	1400422
alle	Chrom4	160001	170000	0.0126041319403243	2306	6692	530937	1666621
vill	Chrom4	170001	180000	0.0169853686802839	1979	2345	138060	1318500
alle	Chrom4	170001	180000	0.0165124970182088	2265	6230	377290	1809862
alle	Chrom4	180001	190000	0.0003524950936493	1293	37	104966	1203352
vill	Chrom4	180001	190000	0.0094046054906299	952	136	14461	856829
vill	Chrom4	190001	200000	0.0102119330453563	4571	1513	148160	3081220
alle	Chrom4	190001	200000	0.0132967196925022	4276	3743	281498	4567698
vill	Chrom4	200001	210000	0.0191886770022587	4490	2744	143001	3175839
alle	Chrom4	200001	210000	0.010552113141207	4823	5240	496583	4486945
alle	Chrom4	210001	220000	0.0064536880200668	2654	2789	432156	2091772
vill	Chrom4	210001	220000	0.007060371577831	2619	719	101836	1579004
vill	Chrom4	220001	230000	0.0037907139580365	928	157	41417	565273
alle	Chrom4	220001	230000	0.0006132730928371	915	79	128817	782181
alle	Chrom4	230001	240000	0.0256787916553893	2248	12239	476619	1659449
vill	Chrom4	230001	240000	0.0124909144749239	1888	928	74294	1348246
alle	Chrom4	240001	250000	0.0121547857778813	1136	5843	480716	594886
vill	Chrom4	240001	250000	0.0230620902429618	1127	3289	142615	573695
vill	Chrom4	250001	260000	0.0046998727711209	3594	495	105322	2492798
alle	Chrom4	250001	260000	0.0050390480993877	4029	2228	442147	3459157
vill	Chrom4	260001	270000	0.0029094882349951	3790	229	78708	2401602
alle	Chrom4	260001	270000	0.0005405246758074	3747	221	408862	3315540
vill	Chrom4	270001	280000	0.0081612376694343	2151	230	28182	1515948
alle	Chrom4	270001	280000	0.0034578026446108	1651	199	57551	2261095
vill	Chrom4	280001	290000	0.0018206138069406	731	49	26914	442436
alle	Chrom4	280001	290000	0.0006654540614879	701	60	90164	614606
vill	Chrom4	290001	300000	0.0008090270385352	1193	19	23485	1879115
alle	Chrom4	290001	300000	0.0003788111293306	3019	216	570205	2286715
alle	Chrom4	300001	310000	0.0014087028001697	2424	425	301696	1994246
vill	Chrom4	300001	310000	0.0013916175507531	2416	68	48864	1480146
alle	Chrom4	310001	320000	0.0007596726141325	1002	115	151381	798403
vill	Chrom4	310001	320000	0.0020799765636443	1002	71	34135	598385
vill	Chrom4	320001	330000	0.0015779658585568	1548	88	55768	972392
alle	Chrom4	320001	330000	0.0011247307318375	1632	177	157371	1386501
alle	Chrom4	330001	340000	0.0131053089423719	1091	4158	317276	714810
vill	Chrom4	330001	340000	0.0200285887977917	996	1219	60863	626467
alle	Chrom4	340001	350000	9.848443398807244e-05	545	9	91385	424185
vill	Chrom4	340001	350000	0.001786304995038	533	27	15115	328235
vill	Chrom4	350001	360000	0.002481817985627	1596	115	46337	964183
alle	Chrom4	350001	360000	0.0012457306347066	1411	182	146099	1371285
alle	Chrom4	360001	370000	0.0060706401766004	556	55	9060	1051406
vill	Chrom4	360001	370000	0.0040339263549855	1076	156	38672	667558
alle	Chrom4	370001	380000	0.0032418534458666	922	116	35782	929138
vill	Chrom4	370001	380000	0.0023543260741612	736	32	13592	629008
alle	Chrom4	380001	390000	0.000477146835432	1598	110	230537	1340769
vill	Chrom4	380001	390000	0.0	1659	0	33295	1013135
vill	Chrom4	390001	400000	0.0011823388139663	1138	32	27065	873205
alle	Chrom4	390001	400000	0.0003086465115595	1405	42	136078	1215756
vill	Chrom4	400001	410000	0.0010358686794746	3587	75	72403	2298287
alle	Chrom4	400001	410000	0.0007429042162809	3754	248	333825	3225973
vill	Chrom4	410001	420000	0.0034091237396353	1238	118	34613	810217
alle	Chrom4	410001	420000	0.0008983636946989	1324	126	140255	1128331
vill	Chrom4	420001	430000	0.0036207642961155	1145	92	25409	1179781
alle	Chrom4	420001	430000	0.0005394061093407	1913	119	220613	1589085
vill	Chrom4	430001	440000	0.0072360616844602	2057	427	59010	1282890
alle	Chrom4	430001	440000	0.003305563778351	2053	469	141882	1873098
vill	Chrom4	440001	450000	0.0100131752305665	1629	494	49335	2745975
alle	Chrom4	440001	450000	0.0138999865666963	4328	13969	1004965	3192437
alle	Chrom4	450001	460000	0.0014191147103561	1488	167	117679	1605933
vill	Chrom4	450001	460000	0.0030891786728362	1516	235	76072	1071788
alle	Chrom4	460001	470000	0.0006500812601575	1961	104	159980	2019604
vill	Chrom4	460001	470000	0.0005485240639538	1925	27	49223	1402297
vill	Chrom4	470001	480000	0.008710311885361	765	93	10677	721383
