pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
alle	vill	Chrom9	1	10000	0.3296398891966757	2
alle	vill	Chrom9	10001	20000	0.0703531008961656	197
alle	vill	Chrom9	20001	30000	0.0506427428509629	158
alle	vill	Chrom9	30001	40000	-0.0010758723329777	114
alle	vill	Chrom9	40001	50000	0.2188379990918051	139
alle	vill	Chrom9	50001	60000	0.230221652870102	93
alle	vill	Chrom9	60001	70000	0.1501979450487859	82
alle	vill	Chrom9	70001	80000	0.1641056121462004	149
alle	vill	Chrom9	80001	90000	0.1572637123763053	50
alle	vill	Chrom9	90001	100000	0.1930649515798412	26
alle	vill	Chrom9	100001	110000	0.2568350191225585	26
alle	vill	Chrom9	110001	120000	0.1610819640630392	60
alle	vill	Chrom9	120001	130000	0.1086038407949984	158
alle	vill	Chrom9	130001	140000	0.3090869195438979	19
alle	vill	Chrom9	140001	150000	0.2844426460346846	23
alle	vill	Chrom9	150001	160000	0.5994909379303829	23
alle	vill	Chrom9	160001	170000	0.195889560022938	32
alle	vill	Chrom9	170001	180000	0.3443546866270833	46
alle	vill	Chrom9	180001	190000	0.1874924181470496	200
alle	vill	Chrom9	190001	200000	0.163160090037038	108
alle	vill	Chrom9	200001	210000	0.1205459057129597	196
alle	vill	Chrom9	210001	220000	0.1103736947829266	142
alle	vill	Chrom9	220001	230000	-0.0692700785050447	14
alle	vill	Chrom9	230001	240000	0.3277349517400332	64
alle	vill	Chrom9	240001	250000	0.4430112886021685	86
alle	vill	Chrom9	250001	260000	0.5285267808574333	37
alle	vill	Chrom9	260001	270000	0.4696652478419056	23
alle	vill	Chrom9	270001	280000	0.1864416233916789	118
alle	vill	Chrom9	280001	290000	0.1648088340822374	331
alle	vill	Chrom9	290001	300000	0.15727076612663	585
alle	vill	Chrom9	300001	310000	0.1907256628210071	196
alle	vill	Chrom9	310001	320000	0.3542870116045197	125
alle	vill	Chrom9	320001	330000	0.5503575729730178	44
alle	vill	Chrom9	330001	340000	0.4351984865570574	61
alle	vill	Chrom9	340001	350000	0.2890282985902103	86
alle	vill	Chrom9	360001	370000	0.4860133615955818	47
alle	vill	Chrom9	370001	380000	0.1410895609980855	12
alle	vill	Chrom9	380001	390000	0.3596443745091892	93
alle	vill	Chrom9	390001	400000	0.3338723871081973	148
alle	vill	Chrom9	400001	410000	0.3221129826536358	45
alle	vill	Chrom9	410001	420000	0.2596442954613891	66
alle	vill	Chrom9	420001	430000	0.4451376074307652	37
alle	vill	Chrom9	430001	440000	0.3755673191784086	9
alle	vill	Chrom9	440001	450000	0.3203354798249772	51
alle	vill	Chrom9	450001	460000	0.2406714468897815	122
alle	vill	Chrom9	460001	470000	0.2253119624247814	32
alle	vill	Chrom9	470001	480000	0.2772729542145166	76
alle	vill	Chrom9	480001	490000	0.122750129038771	142
alle	vill	Chrom9	490001	500000	0.3369614692385847	72
alle	vill	Chrom9	500001	510000	0.5039232579815875	58
alle	vill	Chrom9	510001	520000	0.3683045232042631	83
alle	vill	Chrom9	520001	530000	0.2965292531146384	13
alle	vill	Chrom9	530001	540000	0.2381455151440327	26
alle	vill	Chrom9	540001	550000	0.2692596900190276	107
alle	vill	Chrom9	550001	560000	0.4791634955882845	113
alle	vill	Chrom9	560001	570000	0.6536488191075398	39
alle	vill	Chrom9	570001	580000	0.6436676503037443	26
alle	vill	Chrom9	580001	590000	0.583871452904149	8
alle	vill	Chrom9	590001	600000	0.3178144296415038	40
alle	vill	Chrom9	600001	610000	0.3922324447948672	83
alle	vill	Chrom9	610001	620000	0.1598492861066071	257
alle	vill	Chrom9	620001	630000	0.050877244707068	302
alle	vill	Chrom9	630001	640000	0.1195621425070075	45
alle	vill	Chrom9	640001	650000	0.2736981527986328	255
alle	vill	Chrom9	650001	660000	0.3105977135157995	29
alle	vill	Chrom9	660001	670000	0.2807702834621277	22
alle	vill	Chrom9	670001	680000	0.413065569866797	57
alle	vill	Chrom9	680001	690000	0.3324475848258445	21
alle	vill	Chrom9	690001	700000	0.4697062635740537	20
alle	vill	Chrom9	700001	710000	0.30499338635121	54
alle	vill	Chrom9	710001	720000	0.2201595907209739	75
alle	vill	Chrom9	720001	730000	0.3817177720290316	21
alle	vill	Chrom9	730001	740000	0.3309634252336284	47
alle	vill	Chrom9	740001	750000	0.3955871755525458	87
alle	vill	Chrom9	750001	760000	0.3690194539205729	42
alle	vill	Chrom9	760001	770000	0.3875087355835691	130
alle	vill	Chrom9	770001	780000	0.0397024610007859	229
alle	vill	Chrom9	780001	790000	0.1633530189767059	141
alle	vill	Chrom9	790001	800000	0.3205142381343224	39
alle	vill	Chrom9	800001	810000	0.402514990565528	19
alle	vill	Chrom9	810001	820000	0.3247376119551491	116
alle	vill	Chrom9	820001	830000	0.3801968349771932	42
alle	vill	Chrom9	830001	840000	0.3368338319198918	12
alle	vill	Chrom9	840001	850000	0.335653460327005	24
alle	vill	Chrom9	850001	860000	0.4209104642594027	65
alle	vill	Chrom9	860001	870000	0.4135119051643755	41
alle	vill	Chrom9	870001	880000	0.5966349672015008	56
alle	vill	Chrom9	880001	890000	0.3846153846153846	7
alle	vill	Chrom9	890001	900000	0.4378032207614593	31
alle	vill	Chrom9	900001	910000	0.4188665014324847	9
alle	vill	Chrom9	910001	920000	0.1528162571551531	121
alle	vill	Chrom9	920001	930000	0.4249188621889438	87
alle	vill	Chrom9	930001	940000	0.1262004967283108	276
alle	vill	Chrom9	940001	950000	0.2923168405156703	133
alle	vill	Chrom9	950001	960000	0.1698381117911526	41
alle	vill	Chrom9	960001	970000	0.2687224669603524	21
alle	vill	Chrom9	970001	980000	0.0957696796513152	29
alle	vill	Chrom9	980001	990000	0.302300243533986	15
alle	vill	Chrom9	990001	1000000	0.2182727546408017	23
alle	vill	Chrom9	1000001	1010000	-0.1022615535889871	32
alle	vill	Chrom9	1010001	1020000	0.3121366841315929	64
alle	vill	Chrom9	1020001	1030000	0.1080814002472036	164
alle	vill	Chrom9	1030001	1040000	0.1163255885520849	29
alle	vill	Chrom9	1040001	1050000	0.0707495748484716	33
alle	vill	Chrom9	1050001	1060000	0.1275300668852834	177
alle	vill	Chrom9	1060001	1070000	0.103078175117246	74
alle	vill	Chrom9	1070001	1080000	0.1990722183763418	85
alle	vill	Chrom9	1080001	1090000	0.0672701156190691	74
