pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom8	1	10000	0.0006151322534344	368	12	19508	1779916
alle	vill	Chrom8	10001	20000	0.0182089410873271	1666	1538	84464	3778912
alle	vill	Chrom8	20001	30000	0.0120611818610605	1702	4296	356184	11110392
alle	vill	Chrom8	30001	40000	0.0105570161025303	1395	514	48688	2709056
alle	vill	Chrom8	40001	50000	0.0047507788161993	356	122	25680	1317552
alle	vill	Chrom8	50001	60000	0.0003870718018192	615	8	20668	2504228
alle	vill	Chrom8	60001	70000	0.0040322580645161	475	36	8928	2470032
alle	vill	Chrom8	70001	80000	0.0101882655375774	1972	1078	105808	7294640
alle	vill	Chrom8	80001	90000	0.0004691311690748	1119	10	21316	4364780
alle	vill	Chrom8	90001	100000	NA	0	0	0	586080
alle	vill	Chrom8	100001	110000	0.003512857322422	6477	2124	604636	11851940
alle	vill	Chrom8	110001	120000	0.0030961916842283	8099	2480	800984	13193656
alle	vill	Chrom8	120001	130000	0.0011628301347429	7943	960	825572	12510124
alle	vill	Chrom8	130001	140000	0.0084875930192526	2877	3846	453132	4433508
alle	vill	Chrom8	140001	150000	0.0097678694552976	1060	170	17404	5472740
alle	vill	Chrom8	150001	160000	0.0	81	0	396	4084740
alle	vill	Chrom8	160001	170000	NA	0	0	0	1004256
alle	vill	Chrom8	170001	180000	0.0407913522333265	2117	2400	58836	7688508
alle	vill	Chrom8	180001	190000	0.0078431372549019	145	8	1020	2083524
alle	vill	Chrom8	190001	200000	0.0082055950594198	1836	1334	162572	4049284
alle	vill	Chrom8	200001	210000	0.0152583121602054	3376	4468	292824	5476104
alle	vill	Chrom8	210001	220000	0.0100602688919796	2055	1736	172560	3258384
alle	vill	Chrom8	220001	230000	0.0053274767330607	2049	980	183952	3079088
alle	vill	Chrom8	230001	240000	0.0040891312077752	1151	414	101244	1750452
alle	vill	Chrom8	240001	250000	0.0019368183527641	1920	412	212720	2936272
alle	vill	Chrom8	250001	260000	0.0022891465053763	720	218	95232	1053168
alle	vill	Chrom8	260001	270000	0.0044693983788205	2444	1202	268940	3801940
alle	vill	Chrom8	270001	280000	0.0034053893988747	987	368	108064	1472768
alle	vill	Chrom8	280001	290000	0.0069298476090383	1256	844	121792	2220944
alle	vill	Chrom8	290001	300000	0.0036155952043802	2020	766	211860	3122460
alle	vill	Chrom8	300001	310000	0.0007720381807973	870	88	113984	1264096
alle	vill	Chrom8	310001	320000	0.0053936339925552	1788	852	157964	3537508
alle	vill	Chrom8	320001	330000	0.0039636727468636	1557	618	155916	2395908
alle	vill	Chrom8	330001	340000	0.0024352446313925	1083	308	126476	1593748
alle	vill	Chrom8	340001	350000	0.0067186463171864	1829	1134	168784	2747360
alle	vill	Chrom8	350001	360000	0.0039537228679085	2910	1192	301488	4600992
alle	vill	Chrom8	360001	370000	0.0305798282549312	2919	16210	530088	4229832
alle	vill	Chrom8	370001	380000	0.0074389690217581	4736	2556	343596	7709460
alle	vill	Chrom8	380001	390000	0.0023652936425522	526	164	69336	782856
alle	vill	Chrom8	390001	400000	0.0027926460321154	2138	480	171880	3396872
alle	vill	Chrom8	400001	410000	0.0089104807515196	588	774	86864	844528
alle	vill	Chrom8	410001	420000	0.0013019941067635	901	152	116744	1318360
alle	vill	Chrom8	420001	430000	0.0013733600465326	825	170	123784	1238456
alle	vill	Chrom8	430001	440000	0.0064012333266304	1041	764	119352	1581864
alle	vill	Chrom8	440001	450000	0.002298700373019	2403	774	336712	3474392
alle	vill	Chrom8	450001	460000	0.0016171335704056	2378	402	248588	3720916
alle	vill	Chrom8	460001	470000	0.0061558017069184	1196	678	110140	1819172
alle	vill	Chrom8	470001	480000	0.007025576255131	1663	1068	152016	2760960
alle	vill	Chrom8	480001	490000	0.0093776143504737	1903	1928	205596	3434436
alle	vill	Chrom8	490001	500000	0.003100256496041	1793	556	179340	2781156
alle	vill	Chrom8	500001	510000	0.0040777814243518	2155	994	243760	3222032
alle	vill	Chrom8	510001	520000	0.0081224882549385	1767	574	70668	5886756
alle	vill	Chrom8	520001	530000	0.0055752338897977	3362	1404	251828	5979628
alle	vill	Chrom8	530001	540000	0.0018853489261708	1543	276	146392	2657288
alle	vill	Chrom8	540001	550000	0.0024408156212199	1575	226	92592	3206880
alle	vill	Chrom8	550001	560000	0.0016705245228632	1719	306	183176	2593576
alle	vill	Chrom8	560001	570000	0.0230819649510142	1573	13382	579760	1948304
alle	vill	Chrom8	570001	580000	0.0016610695843715	1977	368	221544	3182472
alle	vill	Chrom8	580001	590000	0.0033576764878703	2608	800	238260	4133580
alle	vill	Chrom8	590001	600000	0.0044193548387096	1766	1096	248000	2565184
alle	vill	Chrom8	600001	610000	0.003779804200221	1956	766	202656	2946336
alle	vill	Chrom8	610001	620000	0.0031495299932163	628	260	82552	915368
alle	vill	Chrom8	620001	630000	0.0040346172598732	3459	1324	328160	5331472
alle	vill	Chrom8	630001	640000	0.0132619150824612	2188	2570	193788	3555540
alle	vill	Chrom8	640001	650000	0.0013154331257012	595	136	103388	843844
alle	vill	Chrom8	650001	660000	0.0296616119067677	664	8450	284880	770064
alle	vill	Chrom8	660001	670000	0.0020061193857522	1842	278	138576	3647184
alle	vill	Chrom8	670001	680000	0.0007858019012572	2959	246	313056	4815936
alle	vill	Chrom8	680001	690000	0.0027625656109332	2402	680	246148	3949868
alle	vill	Chrom8	690001	700000	0.003814367450731	1169	288	75504	2864400
alle	vill	Chrom8	700001	710000	0.0114347770537881	753	1074	93924	1140012
alle	vill	Chrom8	710001	720000	0.010116344681194	2134	1506	148868	3705004
alle	vill	Chrom8	720001	730000	0.0102845768209967	4301	2790	271280	8637136
alle	vill	Chrom8	730001	740000	0.0098384765575474	4054	4656	473244	6417156
alle	vill	Chrom8	740001	750000	0.0242102275031428	2152	38208	1578176	1833760
alle	vill	Chrom8	750001	760000	0.0070776439172441	1188	4580	647108	1424764
alle	vill	Chrom8	760001	770000	0.0080256584587188	2494	2172	270632	4551064
alle	vill	Chrom8	770001	780000	0.0076566212801267	2881	812	106052	7533580
alle	vill	Chrom8	780001	790000	0.0117444664192246	1806	1734	147644	5022532
