pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom1	1	10000	0.0080543216568253	2563	17356	2154868	3039068
alle	vill	Chrom1	10001	20000	NA	0	NA	NA	NA
alle	vill	Chrom1	20001	30000	NA	0	NA	NA	NA
alle	vill	Chrom1	30001	40000	NA	0	NA	NA	NA
alle	vill	Chrom1	40001	50000	NA	0	NA	NA	NA
alle	vill	Chrom1	50001	60000	NA	0	NA	NA	NA
alle	vill	Chrom1	60001	70000	0.0123390557939914	412	736	59648	1090336
alle	vill	Chrom1	70001	80000	0.0092639102168515	1446	2582	278716	4474868
alle	vill	Chrom1	80001	90000	0.0181336636088194	5001	20732	1143288	9551880
alle	vill	Chrom1	90001	100000	0.0092701075922762	2812	8292	894488	7169656
alle	vill	Chrom1	100001	110000	0.0122724078645473	4466	48482	3950488	3291560
alle	vill	Chrom1	110001	120000	0.021253779609413	6127	121772	5729428	4583996
alle	vill	Chrom1	120001	130000	0.0107376172942154	3348	7232	673520	8269744
alle	vill	Chrom1	130001	140000	0.025584019862318	4429	9068	354440	11175496
alle	vill	Chrom1	140001	150000	0.0064516129032258	2449	376	58280	8820040
alle	vill	Chrom1	150001	160000	0.0194208628910338	1925	668	34396	9319124
alle	vill	Chrom1	160001	170000	0.0195328885942003	2079	5774	295604	5295916
alle	vill	Chrom1	170001	180000	0.0045391794135512	3296	1644	362180	6537724
alle	vill	Chrom1	180001	190000	0.0291822698859082	3237	32044	1098064	4211504
alle	vill	Chrom1	190001	200000	0.0054116882467629	3300	2598	480072	5748216
alle	vill	Chrom1	200001	210000	0.0099556666040176	2515	7204	723608	3394792
alle	vill	Chrom1	210001	220000	0.0104622538293216	1247	918	87744	2440320
alle	vill	Chrom1	220001	230000	0.010136646240551	2255	3626	357712	3253808
alle	vill	Chrom1	230001	240000	0.0023946266913267	1680	492	205460	2870668
alle	vill	Chrom1	240001	250000	0.0051734165977898	986	676	130668	1469172
alle	vill	Chrom1	250001	260000	0.0079412892272304	1873	1740	219108	2785740
alle	vill	Chrom1	260001	270000	0.0146903225806451	1502	4554	310000	2273504
alle	vill	Chrom1	270001	280000	0.003246192630452	1605	752	231656	2405704
alle	vill	Chrom1	280001	290000	0.0034000346500346	1212	628	184704	1785792
alle	vill	Chrom1	290001	300000	0.0058029689608636	1641	774	133380	2632284
alle	vill	Chrom1	300001	310000	0.0095746414602346	1249	940	98176	3511760
alle	vill	Chrom1	310001	320000	0.0041744047917816	1738	998	239076	2532924
alle	vill	Chrom1	320001	330000	0.0016258840744654	787	160	98408	1167208
alle	vill	Chrom1	330001	340000	0.0029948659440958	1659	462	154264	2570216
alle	vill	Chrom1	340001	350000	0.0023726016092428	992	276	116328	1455000
alle	vill	Chrom1	350001	360000	0.0044701326803712	571	314	70244	865900
alle	vill	Chrom1	360001	370000	0.0038641709327377	1848	782	202372	2851580
alle	vill	Chrom1	370001	380000	0.0068224025021991	1809	1396	204620	3270676
alle	vill	Chrom1	380001	390000	0.0050671567170229	2417	1500	296024	3567352
alle	vill	Chrom1	390001	400000	0.0104512662110986	965	1976	189068	1383844
alle	vill	Chrom1	400001	410000	0.0013543770648378	2217	346	255468	3261012
alle	vill	Chrom1	410001	420000	0.0019155156769835	3922	456	238056	11024184
alle	vill	Chrom1	420001	430000	0.0018712074634446	1329	280	149636	1968172
alle	vill	Chrom1	430001	440000	0.0025456612540471	1573	412	161844	2462844
alle	vill	Chrom1	440001	450000	0.0065980312901231	1629	1110	168232	2616440
alle	vill	Chrom1	450001	460000	0.004607696800571	808	284	61636	1240412
alle	vill	Chrom1	460001	470000	0.0025166564836635	1258	346	137484	1947060
alle	vill	Chrom1	470001	480000	0.0016363335082438	2816	474	289672	4226312
alle	vill	Chrom1	480001	490000	0.0039769714415574	1618	630	158412	2718132
alle	vill	Chrom1	490001	500000	0.0040914159920054	2540	1130	276188	4014868
alle	vill	Chrom1	500001	510000	0.0030810311184142	2297	600	194740	3454796
alle	vill	Chrom1	510001	520000	0.008430443505357	1381	1580	187416	2014344
alle	vill	Chrom1	520001	530000	0.0132750526145378	5402	4592	345912	8958504
alle	vill	Chrom1	530001	540000	0.0093999439854362	903	1074	114256	1916432
alle	vill	Chrom1	540001	550000	0.0050955247999582	3351	1564	306936	5604552
alle	vill	Chrom1	550001	560000	0.0050679341928202	1711	934	184296	3013800
alle	vill	Chrom1	560001	570000	0.0229996926544411	2593	19756	858968	3306952
alle	vill	Chrom1	570001	580000	0.0024424214287156	1472	484	198164	2141404
alle	vill	Chrom1	580001	590000	0.0034224520212707	2168	744	217388	3275332
alle	vill	Chrom1	590001	600000	0.0098565080359415	1570	2014	204332	2553412
alle	vill	Chrom1	600001	610000	0.0109550561797752	1517	2418	220720	3188048
alle	vill	Chrom1	610001	620000	0.0026707332816937	2300	662	247872	3659856
alle	vill	Chrom1	620001	630000	0.0112073863636363	1390	1578	140800	2162336
alle	vill	Chrom1	630001	640000	0.0068771619206872	2268	1678	243996	3389700
alle	vill	Chrom1	640001	650000	0.0126536564092779	1506	3714	293512	3832808
alle	vill	Chrom1	650001	660000	0.0203317197406209	2745	18010	885808	4813424
alle	vill	Chrom1	660001	670000	0.0121208794727188	3449	10600	874524	7496916
alle	vill	Chrom1	670001	680000	0.0149337072517674	3499	26370	1765804	5800964
alle	vill	Chrom1	680001	690000	0.0279616254390513	3404	41842	1496408	4093528
alle	vill	Chrom1	690001	700000	0.0058736088186179	3586	2434	414396	5920020
alle	vill	Chrom1	700001	710000	0.0084501836312589	2366	4298	508628	4219612
alle	vill	Chrom1	710001	720000	0.0154639175257731	507	510	32980	778028
alle	vill	Chrom1	720001	730000	0.0017133337119706	1993	362	211284	3279852
alle	vill	Chrom1	730001	740000	0.0007352471069624	1788	138	187692	3165636
alle	vill	Chrom1	740001	750000	0.0062233124375397	1705	1096	176112	3161376
alle	vill	Chrom1	750001	760000	0.0027723016264169	1303	450	162320	2158240
alle	vill	Chrom1	760001	770000	0.0061933633222504	1081	380	61356	2365332
alle	vill	Chrom1	770001	780000	0.0057754941031294	827	1142	197732	2317660
alle	vill	Chrom1	780001	790000	0.0157190320962888	1404	2006	127616	3894160
alle	vill	Chrom1	790001	800000	0.0097298618750763	2389	1592	163620	4212972
alle	vill	Chrom1	800001	810000	0.0036402258574048	2000	802	220316	3015796
alle	vill	Chrom1	810001	820000	0.004257803946376	1308	700	164404	1915388
alle	vill	Chrom1	820001	830000	0.0023400191021967	1116	392	167520	1631904
alle	vill	Chrom1	830001	840000	0.007025664904544	1141	1026	146036	1759516
alle	vill	Chrom1	840001	850000	0.0100237975048676	3115	2224	221872	5266688
alle	vill	Chrom1	850001	860000	0.0031713291220832	1227	492	155140	1802684
alle	vill	Chrom1	860001	870000	0.0035933696534137	1652	496	138032	3399040
alle	vill	Chrom1	870001	880000	0.0166768859431418	3099	6854	410988	5101332
alle	vill	Chrom1	880001	890000	0.001505961096005	1654	288	191240	2435032
alle	vill	Chrom1	890001	900000	0.0018883910620943	1555	526	278544	2572656
alle	vill	Chrom1	900001	910000	0.0037407668911579	2831	1102	294592	4620560
alle	vill	Chrom1	910001	920000	0.0024894387447193	1679	528	212096	3472288
alle	vill	Chrom1	920001	930000	0.0022076229486395	1090	332	150388	1628444
alle	vill	Chrom1	930001	940000	0.0078979516463535	1786	1112	140796	2952756
alle	vill	Chrom1	940001	950000	0.0054267761041459	1438	722	133044	2360172
alle	vill	Chrom1	950001	960000	0.0050298580937908	2926	940	186884	4707676
alle	vill	Chrom1	960001	970000	0.0029266323544252	1643	464	158544	2461392
alle	vill	Chrom1	970001	980000	0.0046672599624246	1973	944	202260	3160572
alle	vill	Chrom1	980001	990000	0.0071604409718505	1403	1338	186860	2105188
alle	vill	Chrom1	990001	1000000	0.00112558289114	672	112	99504	968112
alle	vill	Chrom1	1000001	1010000	0.0056230555789119	2155	1070	190288	4558544
alle	vill	Chrom1	1010001	1020000	0.0026471738411094	1113	352	132972	2250948
alle	vill	Chrom1	1020001	1030000	0.0128069557043825	1346	1308	102132	2288124
alle	vill	Chrom1	1030001	1040000	0.0271953204236148	1468	4612	169588	2765564
alle	vill	Chrom1	1040001	1050000	0.0193435806044404	2697	2084	107736	10619112
alle	vill	Chrom1	1050001	1060000	0.0137227441598101	2498	2822	205644	4571700
alle	vill	Chrom1	1060001	1070000	0.0071425557056043	1430	1354	189568	2088224
alle	vill	Chrom1	1070001	1080000	0.0074915282717674	1451	1070	142828	2499284
alle	vill	Chrom1	1080001	1090000	0.0054839037270234	1109	864	157552	1607024
alle	vill	Chrom1	1090001	1100000	0.0021292064810968	1646	328	154048	3278480
alle	vill	Chrom1	1100001	1110000	0.002339442706005	1162	314	134220	1707972
alle	vill	Chrom1	1110001	1120000	0.005444686430508	2380	980	179992	3707144
alle	vill	Chrom1	1120001	1130000	0.0013851992409867	1463	292	210800	2108176
alle	vill	Chrom1	1130001	1140000	0.0127626907206602	1308	1596	125052	2168580
alle	vill	Chrom1	1140001	1150000	0.0113183007204547	3618	3098	273716	6149404
alle	vill	Chrom1	1150001	1160000	0.0040417232919747	2789	916	226636	4884932
alle	vill	Chrom1	1160001	1170000	0.0018371023562319	1428	310	168744	2167656
alle	vill	Chrom1	1170001	1180000	0.0190168175937904	295	588	30920	667624
alle	vill	Chrom1	1180001	1190000	0.002821195766454	2745	1932	684816	3675936
alle	vill	Chrom1	1190001	1200000	0.0243278793922376	3272	29666	1219424	4159840
alle	vill	Chrom1	1200001	1210000	0.0059752562028047	2426	1418	237312	3949200
alle	vill	Chrom1	1210001	1220000	0.0021381789250855	2273	602	281548	3318884
alle	vill	Chrom1	1220001	1230000	0.0267797484379945	2685	18276	682456	4402184
alle	vill	Chrom1	1230001	1240000	0.0107538667640969	1981	1766	164220	3037044
alle	vill	Chrom1	1240001	1250000	0.006619746747815	660	918	138676	919436
alle	vill	Chrom1	1250001	1260000	0.0042536321947456	1981	794	186664	2998760
alle	vill	Chrom1	1260001	1270000	0.0061637973600184	2125	1498	243032	3309880
alle	vill	Chrom1	1270001	1280000	0.0084737149681124	1079	1334	157428	1551708
alle	vill	Chrom1	1280001	1290000	0.0234426798850756	1339	14850	633460	2403068
alle	vill	Chrom1	1290001	1300000	0.0117366255144032	1483	1426	121500	3632580
alle	vill	Chrom1	1300001	1310000	0.00266942689039	3224	882	330408	4928472
alle	vill	Chrom1	1310001	1320000	0.0076347643806901	1647	1486	194636	2643892
alle	vill	Chrom1	1320001	1330000	0.0042076102864311	1923	966	229584	3012864
alle	vill	Chrom1	1330001	1340000	0.0035355655290432	1190	438	123884	2150740
alle	vill	Chrom1	1340001	1350000	0.0026166267942583	1506	560	214016	2180992
alle	vill	Chrom1	1350001	1360000	0.0033236839283799	1238	496	149232	1987584
alle	vill	Chrom1	1360001	1370000	0.0024141754839902	1323	418	173144	1927240
alle	vill	Chrom1	1370001	1380000	0.0064253039605152	2709	854	132912	4858272
alle	vill	Chrom1	1380001	1390000	0.0006381293275437	3913	174	272672	7447744
alle	vill	Chrom1	1390001	1400000	0.021788881472299	1853	11882	545324	3091540
alle	vill	Chrom1	1400001	1410000	0.0041435932933394	2225	862	208032	3536544
alle	vill	Chrom1	1410001	1420000	0.0025101976780671	412	96	38244	668220
alle	vill	Chrom1	1420001	1430000	0.0054154008717474	1771	1312	242272	2569328
alle	vill	Chrom1	1430001	1440000	0.0019466073414905	987	294	151032	1412376
alle	vill	Chrom1	1440001	1450000	0.0073992686569726	2965	1724	232996	5146268
alle	vill	Chrom1	1450001	1460000	0.0069233835329185	2094	1598	230812	4066580
alle	vill	Chrom1	1460001	1470000	0.0034776095447006	518	260	74764	785348
alle	vill	Chrom1	1470001	1480000	0.0050776204826905	1469	802	157948	3355364
alle	vill	Chrom1	1480001	1490000	0.0022685119132543	2557	636	280360	3776264
alle	vill	Chrom1	1490001	1500000	0.0027860039416796	2596	1080	387652	3729164
alle	vill	Chrom1	1500001	1510000	0.0039634307456534	1354	600	151384	2186600
alle	vill	Chrom1	1510001	1520000	0.0195893131727319	4183	19568	998912	6382528
alle	vill	Chrom1	1520001	1530000	0.0142875336294315	8236	17950	1256340	12020748
alle	vill	Chrom1	1530001	1540000	0.0045650519908698	2504	792	173492	4670380
alle	vill	Chrom1	1540001	1550000	0.0056917802841964	1421	870	152852	2391052
alle	vill	Chrom1	1550001	1560000	0.00283260702384	1922	442	156040	3637640
alle	vill	Chrom1	1560001	1570000	0.0318534100576868	3893	35494	1114292	6202204
alle	vill	Chrom1	1570001	1580000	0.0137149722485447	1922	3242	236384	3463840
alle	vill	Chrom1	1580001	1590000	0.0153371192273377	3416	4332	282452	8831884
alle	vill	Chrom1	1590001	1600000	0.0139242872192204	3726	3278	235416	7960200
alle	vill	Chrom1	1600001	1610000	0.021862069266221	2508	20056	917388	5882724
alle	vill	Chrom1	1610001	1620000	0.0028247268652535	2364	726	257016	3522408
alle	vill	Chrom1	1620001	1630000	0.0017738070915135	2227	382	215356	3320132
alle	vill	Chrom1	1630001	1640000	0.0041071723909807	1409	894	217668	2017356
alle	vill	Chrom1	1640001	1650000	0.0050065039174758	1716	662	132228	3354156
alle	vill	Chrom1	1650001	1660000	0.0102478710802172	2448	1834	178964	4498588
alle	vill	Chrom1	1660001	1670000	0.0043462178657296	1383	752	173024	3503440
