pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
alle	vill	Chrom7	1	10000	0.1420752883050587	359
alle	vill	Chrom7	10001	20000	0.0708602734756268	263
alle	vill	Chrom7	20001	30000	0.4662144189018076	207
alle	vill	Chrom7	30001	40000	0.3147858807638333	138
alle	vill	Chrom7	40001	50000	0.2643676462404252	32
alle	vill	Chrom7	50001	60000	0.4357236530261995	30
alle	vill	Chrom7	60001	70000	0.3159922400262955	30
alle	vill	Chrom7	70001	80000	0.4954901310909654	10
alle	vill	Chrom7	80001	90000	0.3065821608299139	54
alle	vill	Chrom7	90001	100000	0.4118826662902302	46
alle	vill	Chrom7	100001	110000	0.4672977127602086	43
alle	vill	Chrom7	110001	120000	0.3641582594902683	57
alle	vill	Chrom7	120001	130000	0.4657501326470399	62
alle	vill	Chrom7	130001	140000	0.4088820903260335	62
alle	vill	Chrom7	140001	150000	0.3811482462701612	177
alle	vill	Chrom7	150001	160000	0.512362736167836	46
alle	vill	Chrom7	160001	170000	0.4030497091159958	27
alle	vill	Chrom7	170001	180000	0.5572630023082775	16
alle	vill	Chrom7	180001	190000	0.3436728399167022	52
alle	vill	Chrom7	190001	200000	0.0496704790104544	90
alle	vill	Chrom7	200001	210000	0.2681514431732089	36
alle	vill	Chrom7	210001	220000	0.3854366422672232	105
alle	vill	Chrom7	220001	230000	0.2358027919920697	169
alle	vill	Chrom7	230001	240000	0.4530038109061355	8
alle	vill	Chrom7	240001	250000	0.4338336420786674	29
alle	vill	Chrom7	250001	260000	0.1106098724733235	3
alle	vill	Chrom7	260001	270000	0.4012307687407063	74
alle	vill	Chrom7	270001	280000	0.4908311118682684	50
alle	vill	Chrom7	280001	290000	0.5561432906405752	24
alle	vill	Chrom7	290001	300000	0.4637425289551606	27
alle	vill	Chrom7	300001	310000	0.4940600468405163	18
alle	vill	Chrom7	310001	320000	0.5036911046740231	41
alle	vill	Chrom7	320001	330000	0.4213041331998051	11
alle	vill	Chrom7	330001	340000	0.2177248850638825	53
alle	vill	Chrom7	340001	350000	0.2286811981714625	198
alle	vill	Chrom7	350001	360000	0.4311428423947009	140
alle	vill	Chrom7	360001	370000	0.5487835911940372	18
alle	vill	Chrom7	370001	380000	0.418835447318262	46
alle	vill	Chrom7	380001	390000	0.2329623640658539	133
alle	vill	Chrom7	390001	400000	0.2954115457563179	65
alle	vill	Chrom7	400001	410000	0.2714440927875318	35
alle	vill	Chrom7	410001	420000	0.4060585863756769	29
alle	vill	Chrom7	420001	430000	0.2813144970935419	193
alle	vill	Chrom7	430001	440000	0.3704840172848721	34
alle	vill	Chrom7	440001	450000	0.4155250333083982	7
alle	vill	Chrom7	450001	460000	0.3470453198432996	35
alle	vill	Chrom7	460001	470000	0.3655363044694708	47
alle	vill	Chrom7	470001	480000	0.6865015009749731	14
alle	vill	Chrom7	480001	490000	0.5277827871053213	12
alle	vill	Chrom7	490001	500000	0.283265941199782	45
