pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
alle	vill	Chrom8	1	10000	0.1672862453531598	23
alle	vill	Chrom8	10001	20000	0.3931340889274625	79
alle	vill	Chrom8	20001	30000	0.0401797072041828	219
alle	vill	Chrom8	30001	40000	0.2409901447867331	56
alle	vill	Chrom8	40001	50000	0.308580786166965	8
alle	vill	Chrom8	50001	60000	0.6000000000000001	34
alle	vill	Chrom8	60001	70000	-0.1492537313432835	16
alle	vill	Chrom8	70001	80000	0.028963311082564	170
alle	vill	Chrom8	80001	90000	0.411764705882353	68
alle	vill	Chrom8	90001	100000	NA	6
alle	vill	Chrom8	100001	110000	0.2021072472344583	103
alle	vill	Chrom8	110001	120000	0.1199742282560147	184
alle	vill	Chrom8	120001	130000	0.152058961250669	126
alle	vill	Chrom8	130001	140000	0.0630209651869334	107
alle	vill	Chrom8	140001	150000	0.364117417591444	46
alle	vill	Chrom8	150001	160000	NA	10
alle	vill	Chrom8	160001	170000	NA	11
alle	vill	Chrom8	170001	180000	0.1240979338009103	301
alle	vill	Chrom8	180001	190000	0.6000000000000001	27
alle	vill	Chrom8	190001	200000	0.1078489035755684	48
alle	vill	Chrom8	200001	210000	0.189681062153338	205
alle	vill	Chrom8	210001	220000	0.3791407283432196	93
alle	vill	Chrom8	220001	230000	0.5130220281132423	41
alle	vill	Chrom8	230001	240000	0.270125233651251	22
alle	vill	Chrom8	240001	250000	0.4233859551451881	17
alle	vill	Chrom8	250001	260000	0.3557610289041893	5
alle	vill	Chrom8	260001	270000	0.4041520449153748	61
alle	vill	Chrom8	270001	280000	0.2037337065342693	17
alle	vill	Chrom8	280001	290000	0.3796394476602238	32
alle	vill	Chrom8	290001	300000	0.151794902425609	43
alle	vill	Chrom8	300001	310000	0.3467966138586499	4
alle	vill	Chrom8	310001	320000	0.1871386284726734	70
alle	vill	Chrom8	320001	330000	0.2380870095168997	21
alle	vill	Chrom8	330001	340000	0.1584457271189126	12
alle	vill	Chrom8	340001	350000	0.2484444787936278	57
alle	vill	Chrom8	350001	360000	0.1908798065320573	39
alle	vill	Chrom8	360001	370000	0.2035307011197235	177
alle	vill	Chrom8	370001	380000	0.3209704799739751	143
alle	vill	Chrom8	380001	390000	0.2721341318623632	12
alle	vill	Chrom8	390001	400000	0.3394068055061354	30
alle	vill	Chrom8	400001	410000	0.3992029067184739	19
alle	vill	Chrom8	410001	420000	0.3522590627726732	11
alle	vill	Chrom8	420001	430000	0.4186132396970505	12
alle	vill	Chrom8	430001	440000	0.3490568156270324	23
alle	vill	Chrom8	440001	450000	0.2549746880076696	34
alle	vill	Chrom8	450001	460000	0.4605346035454325	23
alle	vill	Chrom8	460001	470000	0.2600419156978901	42
alle	vill	Chrom8	470001	480000	0.3185454511798277	76
alle	vill	Chrom8	480001	490000	0.3426080560300078	84
alle	vill	Chrom8	490001	500000	0.2618041439085054	30
alle	vill	Chrom8	500001	510000	0.253408157388525	37
alle	vill	Chrom8	510001	520000	0.0961849407800775	71
alle	vill	Chrom8	520001	530000	0.3218546315506867	79
alle	vill	Chrom8	530001	540000	0.4409251158112878	15
alle	vill	Chrom8	540001	550000	0.5052713018095846	17
alle	vill	Chrom8	550001	560000	0.3382644143973223	14
alle	vill	Chrom8	560001	570000	0.1689144347318225	71
alle	vill	Chrom8	570001	580000	0.3020562056621979	20
alle	vill	Chrom8	580001	590000	0.309857033715206	32
alle	vill	Chrom8	590001	600000	0.1523348068807111	31
alle	vill	Chrom8	600001	610000	0.1584662533464229	34
alle	vill	Chrom8	610001	620000	0.3906999189871094	8
alle	vill	Chrom8	620001	630000	0.2237842964765691	72
alle	vill	Chrom8	630001	640000	0.2218780488791093	106
alle	vill	Chrom8	640001	650000	0.2356421520479371	3
alle	vill	Chrom8	650001	660000	0.1836452135277718	58
alle	vill	Chrom8	660001	670000	0.2250814951784698	44
alle	vill	Chrom8	670001	680000	0.1731661770551061	33
alle	vill	Chrom8	680001	690000	0.156692023181549	36
alle	vill	Chrom8	690001	700000	0.1126243525154298	41
alle	vill	Chrom8	700001	710000	0.1931993756216593	42
alle	vill	Chrom8	710001	720000	0.4143169807236524	97
alle	vill	Chrom8	720001	730000	0.2947136388540403	209
alle	vill	Chrom8	730001	740000	0.1283063107527013	170
alle	vill	Chrom8	740001	750000	0.1079401325859304	184
alle	vill	Chrom8	750001	760000	0.269742791143471	33
alle	vill	Chrom8	760001	770000	0.2649960338323999	94
alle	vill	Chrom8	770001	780000	0.0916792363211666	87
alle	vill	Chrom8	780001	790000	0.1586719051738159	61
alle	vill	Chrom8	790001	800000	0.1500705025268445	49
alle	vill	Chrom8	800001	810000	0.273551959055252	56
alle	vill	Chrom8	810001	820000	0.2373142835621548	47
alle	vill	Chrom8	820001	830000	0.4605933509622413	19
alle	vill	Chrom8	830001	840000	0.1666623539749387	110
alle	vill	Chrom8	840001	850000	0.1686698407717197	149
alle	vill	Chrom8	850001	860000	0.310340660709546	54
alle	vill	Chrom8	860001	870000	0.1502130488020218	23
alle	vill	Chrom8	870001	880000	0.1855503014707415	42
alle	vill	Chrom8	880001	890000	0.2820221223914061	44
alle	vill	Chrom8	890001	900000	0.1572690059375089	14
alle	vill	Chrom8	900001	910000	0.2142194451030132	71
alle	vill	Chrom8	910001	920000	0.3314039688937752	67
alle	vill	Chrom8	920001	930000	0.2480033848848332	47
alle	vill	Chrom8	930001	940000	0.1702679549554342	75
alle	vill	Chrom8	940001	950000	0.1790450884061986	213
alle	vill	Chrom8	950001	960000	0.4386599600437103	45
alle	vill	Chrom8	960001	970000	0.1590257436914847	110
alle	vill	Chrom8	970001	980000	0.237174089914621	221
alle	vill	Chrom8	980001	990000	0.1919000408779576	257
alle	vill	Chrom8	990001	1000000	0.2274913368873775	72
alle	vill	Chrom8	1000001	1010000	0.2560187309180139	216
alle	vill	Chrom8	1010001	1020000	0.1953704626104432	144
alle	vill	Chrom8	1020001	1030000	0.3374501944780928	36
alle	vill	Chrom8	1030001	1040000	0.285362163935323	130
alle	vill	Chrom8	1040001	1050000	0.1861756950113459	98
alle	vill	Chrom8	1050001	1060000	0.2564610234840365	33
alle	vill	Chrom8	1060001	1070000	0.2210851348194157	75
alle	vill	Chrom8	1070001	1080000	0.2286488594711599	62
alle	vill	Chrom8	1080001	1090000	0.2572421855122852	82
alle	vill	Chrom8	1090001	1100000	0.2952711391820042	129
alle	vill	Chrom8	1100001	1110000	0.4054681426044858	120
alle	vill	Chrom8	1110001	1120000	0.1917729809300935	72
alle	vill	Chrom8	1120001	1130000	0.2514151942069158	32
alle	vill	Chrom8	1130001	1140000	0.1507194580522914	140
alle	vill	Chrom8	1140001	1150000	0.0812783666782698	114
alle	vill	Chrom8	1150001	1160000	0.1979080980775908	158
alle	vill	Chrom8	1160001	1170000	0.2467219786380705	66
alle	vill	Chrom8	1170001	1180000	0.4184135861469238	75
alle	vill	Chrom8	1180001	1190000	0.5187327918799188	41
alle	vill	Chrom8	1190001	1200000	0.1520112700689201	35
alle	vill	Chrom8	1200001	1210000	0.4119392459748242	38
alle	vill	Chrom8	1210001	1220000	0.3300789721211417	37
alle	vill	Chrom8	1220001	1230000	0.2301352559206722	19
alle	vill	Chrom8	1230001	1240000	0.2679828701927427	92
alle	vill	Chrom8	1240001	1250000	0.1520705390465602	177
alle	vill	Chrom8	1250001	1260000	0.6065339742260004	63
alle	vill	Chrom8	1260001	1270000	0.4444888977795559	19
alle	vill	Chrom8	1270001	1280000	0.0757627153852433	107
alle	vill	Chrom8	1280001	1290000	0.1051144566615919	236
alle	vill	Chrom8	1290001	1300000	0.3380256759605324	93
alle	vill	Chrom8	1300001	1310000	0.2282232683863548	111
alle	vill	Chrom8	1310001	1320000	0.0	79
alle	vill	Chrom8	1320001	1330000	0.1074908491028652	181
alle	vill	Chrom8	1330001	1340000	0.0947669626312689	212
alle	vill	Chrom8	1340001	1350000	0.0942746228247273	74
alle	vill	Chrom8	1350001	1360000	0.1503099137670087	147
alle	vill	Chrom8	1360001	1370000	0.337508285217624	75
alle	vill	Chrom8	1370001	1380000	0.2566826290349783	79
alle	vill	Chrom8	1380001	1390000	0.2684061719990643	100
alle	vill	Chrom8	1390001	1400000	0.2291856216807402	77
alle	vill	Chrom8	1400001	1410000	0.3445214340660072	163
alle	vill	Chrom8	1410001	1420000	0.07167687036903	208
alle	vill	Chrom8	1420001	1430000	0.0610545983498609	209
alle	vill	Chrom8	1430001	1440000	0.3314765810739284	128
alle	vill	Chrom8	1440001	1450000	0.1260549781953093	10
alle	vill	Chrom8	1450001	1460000	0.2294053285900101	68
alle	vill	Chrom8	1460001	1470000	0.2034627132975198	136
alle	vill	Chrom8	1470001	1480000	0.2033839886763335	26
alle	vill	Chrom8	1480001	1490000	0.4017052471713194	53
alle	vill	Chrom8	1490001	1500000	0.0494120847601206	31
alle	vill	Chrom8	1500001	1510000	0.4159084452653806	58
alle	vill	Chrom8	1510001	1520000	0.2040566633603903	57
alle	vill	Chrom8	1520001	1530000	0.2246792657292154	21
alle	vill	Chrom8	1530001	1540000	0.2328830364938479	31
alle	vill	Chrom8	1540001	1550000	0.2031257603362113	33
alle	vill	Chrom8	1550001	1560000	0.0655060551984691	61
alle	vill	Chrom8	1560001	1570000	0.2853422503545726	63
alle	vill	Chrom8	1570001	1580000	0.1818387509127205	39
alle	vill	Chrom8	1580001	1590000	0.2506908563009258	23
alle	vill	Chrom8	1590001	1600000	0.2293422743344733	115
alle	vill	Chrom8	1600001	1610000	0.1403986695621619	192
alle	vill	Chrom8	1610001	1620000	0.2099481987224349	175
alle	vill	Chrom8	1620001	1630000	0.1784905762753724	35
alle	vill	Chrom8	1630001	1640000	0.4627712852113399	15
alle	vill	Chrom8	1640001	1650000	0.2919371967186814	48
alle	vill	Chrom8	1650001	1660000	0.2733552670842055	12
alle	vill	Chrom8	1660001	1670000	0.3147976798115171	79
alle	vill	Chrom8	1670001	1680000	0.5537898132032788	24
alle	vill	Chrom8	1680001	1690000	0.2686518289218575	11
alle	vill	Chrom8	1690001	1700000	0.3371121792659232	92
alle	vill	Chrom8	1700001	1710000	0.2263026466968322	35
alle	vill	Chrom8	1710001	1720000	0.3174168357835479	100
alle	vill	Chrom8	1720001	1730000	0.3078041031682452	28
alle	vill	Chrom8	1730001	1740000	0.3085455573588957	122
alle	vill	Chrom8	1740001	1750000	0.4796346954270181	27
alle	vill	Chrom8	1750001	1760000	0.4437464479920831	20
alle	vill	Chrom8	1760001	1770000	0.3155762232020418	43
alle	vill	Chrom8	1770001	1780000	-0.059164894739638	4
alle	vill	Chrom8	1780001	1790000	0.192415828674642	29
alle	vill	Chrom8	1790001	1800000	0.2066099424879854	9
alle	vill	Chrom8	1800001	1810000	0.2807791796315174	54
alle	vill	Chrom8	1810001	1820000	0.223227704184757	197
alle	vill	Chrom8	1820001	1830000	0.3025321903064272	52
alle	vill	Chrom8	1830001	1840000	0.3102468345633113	57
alle	vill	Chrom8	1840001	1850000	0.2302939412716659	21
alle	vill	Chrom8	1850001	1860000	0.2850092831375661	102
alle	vill	Chrom8	1860001	1870000	0.1413734526998856	239
alle	vill	Chrom8	1870001	1880000	0.2416059507607027	196
alle	vill	Chrom8	1880001	1890000	0.2866569811882523	232
alle	vill	Chrom8	1890001	1900000	0.2076146771257783	211
alle	vill	Chrom8	1900001	1910000	0.0489475207285589	97
alle	vill	Chrom8	1910001	1920000	0.0554081523011077	224
alle	vill	Chrom8	1920001	1930000	0.2844296626909406	118
alle	vill	Chrom8	1930001	1940000	0.3823984873528177	67
alle	vill	Chrom8	1940001	1950000	0.2330151006501645	139
alle	vill	Chrom8	1950001	1960000	0.3943402933395175	111
alle	vill	Chrom8	1960001	1970000	0.2306934565608673	174
alle	vill	Chrom8	1970001	1980000	0.3113792867239883	78
alle	vill	Chrom8	1980001	1990000	0.2791286390865317	71
alle	vill	Chrom8	1990001	2000000	0.2572342956766196	48
alle	vill	Chrom8	2000001	2010000	0.3996920309115577	73
alle	vill	Chrom8	2010001	2020000	0.2059805388942083	116
alle	vill	Chrom8	2020001	2030000	0.2122423630427584	88
alle	vill	Chrom8	2030001	2040000	0.3399956410870455	44
alle	vill	Chrom8	2040001	2050000	0.404697871023551	68
alle	vill	Chrom8	2050001	2060000	0.1756336591369018	114
alle	vill	Chrom8	2060001	2070000	0.3530514699749778	82
alle	vill	Chrom8	2070001	2080000	0.32418880741523	124
alle	vill	Chrom8	2080001	2090000	0.3427305733217549	44
alle	vill	Chrom8	2090001	2100000	0.3024626538316481	17
alle	vill	Chrom8	2100001	2110000	0.5508323091054568	20
alle	vill	Chrom8	2110001	2120000	0.5003147741826879	38
alle	vill	Chrom8	2120001	2130000	0.260438571135125	48
alle	vill	Chrom8	2130001	2140000	0.2120673570832723	22
alle	vill	Chrom8	2140001	2150000	0.3133771817512612	62
alle	vill	Chrom8	2150001	2160000	0.5490374575950002	13
alle	vill	Chrom8	2160001	2170000	0.3725578136727085	79
alle	vill	Chrom8	2170001	2180000	0.2677109444986886	140
alle	vill	Chrom8	2180001	2190000	0.2803485197244191	21
alle	vill	Chrom8	2190001	2200000	0.2633004319306131	75
alle	vill	Chrom8	2200001	2210000	0.4458478709090575	119
alle	vill	Chrom8	2210001	2220000	0.2873757735681339	73
alle	vill	Chrom8	2220001	2230000	0.3755059595391932	89
alle	vill	Chrom8	2230001	2240000	0.4269142509528932	49
alle	vill	Chrom8	2240001	2250000	0.3624107723841606	61
alle	vill	Chrom8	2250001	2260000	0.3617268722698413	28
alle	vill	Chrom8	2260001	2270000	0.4159642813850128	38
alle	vill	Chrom8	2270001	2280000	0.3577794843980237	90
alle	vill	Chrom8	2280001	2290000	0.2770783001853871	50
alle	vill	Chrom8	2290001	2300000	0.3728142521345029	26
alle	vill	Chrom8	2300001	2310000	0.2591994167957888	53
