pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom6	1	10000	NA	0	0	0	161568
alle	vill	Chrom6	10001	20000	NA	0	0	0	711216
alle	vill	Chrom6	20001	30000	0.0	149	0	1724	2543764
alle	vill	Chrom6	30001	40000	NA	0	0	0	102960
alle	vill	Chrom6	40001	50000	NA	0	0	0	690624
alle	vill	Chrom6	50001	60000	NA	0	0	0	296208
alle	vill	Chrom6	60001	70000	NA	0	NA	NA	NA
alle	vill	Chrom6	70001	80000	0.0020534620649902	692	114	55516	1265540
alle	vill	Chrom6	80001	90000	0.003955085400046	3132	1168	295316	4775068
alle	vill	Chrom6	90001	100000	0.0054281106323568	1768	902	166172	2797492
alle	vill	Chrom6	100001	110000	0.0075600805672819	1064	1096	144972	1576836
alle	vill	Chrom6	110001	120000	0.0090570213757353	2945	2488	274704	5191680
alle	vill	Chrom6	120001	130000	0.006411013247066	4035	2172	338792	7164616
alle	vill	Chrom6	130001	140000	0.0042155033681302	2601	1184	280868	4000684
alle	vill	Chrom6	140001	150000	0.0086422345899401	1701	1646	190460	2844484
alle	vill	Chrom6	150001	160000	0.0072627438763191	1306	746	102716	7218532
alle	vill	Chrom6	160001	170000	0.0077008830345879	1490	1050	136348	2310932
alle	vill	Chrom6	170001	180000	0.0021640968017146	1781	416	192228	2689068
alle	vill	Chrom6	180001	190000	0.0105781707022058	1665	1924	181884	2488740
alle	vill	Chrom6	190001	200000	0.004761985316507	2445	1126	236456	3677608
alle	vill	Chrom6	200001	210000	0.0095879832060736	4242	3526	367752	6505224
alle	vill	Chrom6	210001	220000	0.0130085211031153	5359	5734	440788	8686220
alle	vill	Chrom6	220001	230000	0.0052679741795068	1289	852	161732	2103388
alle	vill	Chrom6	230001	240000	0.0102493074792243	3128	1924	187720	5099672
alle	vill	Chrom6	240001	250000	0.0089437935907371	4454	7848	877480	7284872
alle	vill	Chrom6	250001	260000	0.0077404751676965	2211	1874	242104	4886888
alle	vill	Chrom6	260001	270000	0.0071214779647022	2322	1380	193780	3823244
alle	vill	Chrom6	270001	280000	0.021366954552179	3681	16754	784108	7064612
alle	vill	Chrom6	280001	290000	0.0108512218171999	1025	1286	118512	5168880
alle	vill	Chrom6	290001	300000	0.0104992887967405	2819	5226	497748	5380476
alle	vill	Chrom6	300001	310000	0.0076993794529993	621	536	69616	3584672
alle	vill	Chrom6	310001	320000	NA	0	0	0	332640
alle	vill	Chrom6	320001	330000	0.0126882837426727	1457	684	53908	4183292
alle	vill	Chrom6	330001	340000	0.0118725409658869	1650	16476	1387740	2678388
alle	vill	Chrom6	340001	350000	0.0099202479805392	3401	30928	3117664	2998160
alle	vill	Chrom6	350001	360000	0.0143748154709182	1212	1558	108384	12183456
alle	vill	Chrom6	360001	370000	0.0049912972253506	1290	390	78136	6826520
alle	vill	Chrom6	370001	380000	0.0015291895295493	1417	136	88936	4569608
alle	vill	Chrom6	380001	390000	0.0116527884637927	3328	21870	1876804	4704716
alle	vill	Chrom6	390001	400000	0.0126969270200054	1623	5806	457276	6806948
alle	vill	Chrom6	400001	410000	0.0110982913026756	1532	2424	218412	4116996
alle	vill	Chrom6	410001	420000	0.0102694906653134	1473	1538	149764	5053676
