pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom7	1	10000	0.0050475624568759	9618	37521	7433489	1668923
vill	Chrom7	1	10000	0.0307758994364976	1876	355	11535	6050325
vill	Chrom7	10001	20000	0.0264552507737312	926	624	23587	5955743
alle	Chrom7	10001	20000	0.0038779881918229	9491	25332	6532253	2446233
vill	Chrom7	20001	30000	0.0027245674080313	6486	1171	429793	5210597
alle	Chrom7	20001	30000	0.0021419401322673	7388	3175	1482301	6987237
vill	Chrom7	30001	40000	0.0099146159196176	3875	670	67577	2824123
alle	Chrom7	30001	40000	0.0048942727412314	4412	1785	364712	3977428
vill	Chrom7	40001	50000	0.0079557799220397	1330	249	31298	809122
alle	Chrom7	40001	50000	0.0039469444742777	1311	735	186220	1075744
alle	Chrom7	50001	60000	0.0007345861416381	2882	354	481904	2254874
vill	Chrom7	50001	60000	0.0030878977526048	2742	187	60559	1762031
vill	Chrom7	60001	70000	0.0080635207964783	1504	196	24307	1265303
alle	Chrom7	60001	70000	0.0013545730385782	1873	200	147648	1788814
vill	Chrom7	70001	80000	0.0027585712750331	1161	77	27913	716747
alle	Chrom7	70001	80000	0.0003506607357381	1181	54	153995	964177
vill	Chrom7	80001	90000	0.0101706702210889	1354	351	34511	852529
alle	Chrom7	80001	90000	0.0039911988947449	1381	468	117258	1214710
vill	Chrom7	90001	100000	0.0063699838199495	1754	437	68603	1047127
alle	Chrom7	90001	100000	0.0017414343199388	1698	280	160787	1514579
vill	Chrom7	100001	110000	0.0078690981763677	1418	252	32024	872026
alle	Chrom7	100001	110000	0.00063389247266	1426	119	187729	1169781
vill	Chrom7	110001	120000	0.0114978034047226	1399	335	29136	936654
alle	Chrom7	110001	120000	0.0023862952664357	1524	587	245988	1204230
alle	Chrom7	120001	130000	0.0010322508648588	2082	333	322596	1684816
vill	Chrom7	120001	130000	0.0061677009232632	2031	326	52856	1284004
alle	Chrom7	130001	140000	0.0022087166536104	2360	781	353599	1878961
vill	Chrom7	130001	140000	0.0108944225638419	2045	343	31484	1455316
vill	Chrom7	140001	150000	0.0150963040083289	4611	812	53788	3583202
alle	Chrom7	140001	150000	0.003493997106936	5773	4884	1397826	4063432
vill	Chrom7	150001	160000	0.0050189068408387	1501	146	29090	1247920
alle	Chrom7	150001	160000	0.0015463365093622	2027	303	195947	1721595
vill	Chrom7	160001	170000	0.0025908936459395	2397	122	47088	1571382
alle	Chrom7	160001	170000	0.0012550988390335	2481	308	245399	2184875
vill	Chrom7	170001	180000	0.0017617080178687	2007	84	47681	1233739
alle	Chrom7	170001	180000	0.0004975142185268	2024	139	279389	1644775
vill	Chrom7	180001	190000	0.0019233434987524	2227	111	57712	1620608
alle	Chrom7	180001	190000	0.0029847742974042	2653	623	208726	2311418
alle	Chrom7	190001	200000	0.0095689471702437	2567	2338	244332	2780030
vill	Chrom7	190001	200000	0.0148440114527944	2956	1996	134465	1879645
alle	Chrom7	200001	210000	0.0087088641042861	1033	1582	181654	798402
vill	Chrom7	200001	210000	0.020787364998258	929	1074	51666	601014
vill	Chrom7	210001	220000	0.0045142344004077	3250	372	82406	2121964
alle	Chrom7	210001	220000	0.0025407741855076	3490	897	353042	2957012
vill	Chrom7	220001	230000	0.0167374740017151	3708	3396	202898	2439322
alle	Chrom7	220001	230000	0.0029305029224741	3795	365	124552	3842972
vill	Chrom7	230001	240000	0.0013459516298633	547	32	23775	413445
alle	Chrom7	230001	240000	0.0004368348885464	689	72	164822	491702
vill	Chrom7	240001	250000	0.001531393568147	1540	66	43098	1027902
alle	Chrom7	240001	250000	0.0021532226702417	1698	526	244285	1363915
vill	Chrom7	250001	260000	0.0	705	0	21608	425062
alle	Chrom7	250001	260000	0.0005032504055606	709	85	168902	501812
vill	Chrom7	260001	270000	0.0091334562473408	2234	322	35255	1569985
alle	Chrom7	260001	270000	0.0039370078740157	2525	861	218694	2191714
alle	Chrom7	270001	280000	0.0018792869380665	2328	634	337362	1865872
vill	Chrom7	270001	280000	0.0054058767111343	2240	248	45876	1421394
alle	Chrom7	280001	290000	0.000692542485914	2347	243	350881	1875057
vill	Chrom7	280001	290000	0.0025801548092885	2206	129	49997	1432393
alle	Chrom7	290001	300000	0.0013665202537823	2214	504	368820	1728462
vill	Chrom7	290001	300000	0.0028616297330308	2197	82	28655	1368055
alle	Chrom7	300001	310000	0.0014347262837635	1679	340	236979	1353247
vill	Chrom7	300001	310000	0.0019918406527477	1635	83	41670	1017360
alle	Chrom7	310001	320000	0.0006336701020181	2770	231	364543	2275743
vill	Chrom7	310001	320000	0.0037054409005628	2255	158	42640	1715690
alle	Chrom7	320001	330000	0.0010781085463085	1043	129	119654	867024
vill	Chrom7	320001	330000	0.0109672957217666	576	111	10121	646969
alle	Chrom7	330001	340000	0.0023114099600756	2574	726	314094	2235376
vill	Chrom7	330001	340000	0.0054136992646633	2136	187	34542	1663308
alle	Chrom7	340001	350000	0.0218211618135024	3227	8148	373399	3763459
vill	Chrom7	340001	350000	0.0160908891435258	3667	3960	246102	2508888
vill	Chrom7	350001	360000	0.0127029116207163	3920	2465	194050	2599370
alle	Chrom7	350001	360000	0.0069848084544253	3031	1692	242240	3952324
alle	Chrom7	360001	370000	0.0003145003145003	2455	85	270270	2060674
vill	Chrom7	360001	370000	0.0026651472264088	2464	145	54406	1497914
alle	Chrom7	370001	380000	0.001724231899281	2729	348	201829	2410077
vill	Chrom7	370001	380000	0.0025468379415182	2398	160	62823	1676607
alle	Chrom7	380001	390000	0.0110984812907207	2789	5790	521693	2117647
vill	Chrom7	380001	390000	0.0311075740907312	2714	9303	299059	1458641
alle	Chrom7	390001	400000	0.005080720134168	1903	1645	323773	1477411
vill	Chrom7	390001	400000	0.0010946378841293	1784	68	62121	1137399
