pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom2	1	10000	0.0	447	0	18319	414949
vill	Chrom2	1	10000	0.0	438	0	2591	285949
vill	Chrom2	10001	20000	0.0111819244546449	4326	8341	745936	2372564
alle	Chrom2	10001	20000	0.0071641367569868	4473	10706	1494388	3188312
vill	Chrom2	20001	30000	0.0074508028652837	3314	1399	187765	2181035
alle	Chrom2	20001	30000	0.0061903037941869	3701	4155	671211	2885749
vill	Chrom2	30001	40000	0.0045847720894781	2684	397	86591	1648429
alle	Chrom2	30001	40000	0.0080588147322339	2616	2371	294212	2311072
vill	Chrom2	40001	50000	0.0153303111049589	2411	443	28897	2554103
alle	Chrom2	40001	50000	0.0070980773478649	4065	6234	878266	3000334
vill	Chrom2	50001	60000	0.0126450882325186	3024	1474	116567	2151433
alle	Chrom2	50001	60000	0.0084910773430756	3099	3807	448353	2957247
vill	Chrom2	60001	70000	0.0181293207787145	2153	3535	194988	1271022
alle	Chrom2	60001	70000	0.0187961323511195	2313	12898	686205	1515137
vill	Chrom2	70001	80000	0.0036115913253342	815	211	58423	1025807
alle	Chrom2	70001	80000	0.0037611674766981	1693	1167	310276	1317790
alle	Chrom2	80001	90000	0.0007788479159455	1621	153	196444	1337022
vill	Chrom2	80001	90000	0.0062607367818285	1342	164	26195	995035
alle	Chrom2	90001	100000	0.0006224006049501	1869	107	171915	2431477
vill	Chrom2	90001	100000	0.0020938473102115	2704	156	74504	1659256
alle	Chrom2	100001	110000	0.0058524229283591	2208	3706	633242	1541612
vill	Chrom2	100001	110000	0.0083693542695836	1951	2277	272064	1176306
vill	Chrom2	110001	120000	0.0035647598030894	1448	84	23564	927106
alle	Chrom2	110001	120000	0.0012800851700231	1464	202	157802	1269712
vill	Chrom2	120001	130000	0.0039257024462942	1579	108	27511	1216739
alle	Chrom2	120001	130000	0.0010127814972611	1970	208	205375	1662975
vill	Chrom2	130001	140000	0.0228213535649302	2435	4879	213791	1513669
alle	Chrom2	130001	140000	0.010759823883435	2738	9631	895089	1698843
alle	Chrom2	140001	150000	0.003229859242623	2292	1743	539652	1633310
vill	Chrom2	140001	150000	0.0068946019644143	2216	756	109651	1337459
vill	Chrom2	150001	160000	0.0013688057897572	2934	94	68673	1879917
alle	Chrom2	150001	160000	0.0012686865102249	2995	286	225430	2700548
vill	Chrom2	160001	170000	0.0004916118724267	1420	16	32546	897964
alle	Chrom2	160001	170000	0.0004230311425573	1475	102	241117	1156125
vill	Chrom2	170001	180000	0.008575197889182	1798	325	37900	1347470
alle	Chrom2	170001	180000	0.0013384033404453	2133	409	305588	1774666
alle	Chrom2	180001	190000	0.0020836878133057	2389	796	382015	1944199
vill	Chrom2	180001	190000	0.0020220402386007	1097	20	9891	1539279
vill	Chrom2	190001	200000	0.0055733828745144	2312	264	47368	3560642
alle	Chrom2	190001	200000	0.0031378635771784	5713	4480	1427723	3990019
alle	Chrom2	200001	210000	0.0	437	0	64122	349280
vill	Chrom2	200001	210000	0.0	426	0	18852	256458
alle	Chrom2	210001	220000	0.0024156574039077	3665	1323	547677	3008337
vill	Chrom2	210001	220000	0.0021979229628001	1582	80	36398	2331772
alle	Chrom2	220001	230000	0.0057866973386744	1899	2918	504260	1293140
vill	Chrom2	220001	230000	0.0071104326517494	1637	1416	199144	997856
alle	Chrom2	230001	240000	0.0023611599781264	1650	557	235901	1390273
vill	Chrom2	230001	240000	0.0035338772304873	1598	162	45842	1037128
alle	Chrom2	240001	250000	0.0252467856585778	4008	30591	1211679	2586511
vill	Chrom2	240001	250000	0.0040180006428801	1001	75	18666	2510784
vill	Chrom2	250001	260000	0.004085556356645	175	17	4161	1468149
alle	Chrom2	250001	260000	0.0244598356628873	2337	12696	519055	1691747
vill	Chrom2	260001	270000	0.0001479790292575	3522	49	331128	2231082
alle	Chrom2	260001	270000	0.0074275990131017	3599	1436	193333	3654049
alle	Chrom2	270001	280000	0.002667512580566	3539	185	69353	3438415
vill	Chrom2	270001	280000	0.0006898871906686	3692	324	469642	1866398
alle	Chrom2	280001	290000	0.0037562667099735	4885	1249	332511	4651017
vill	Chrom2	280001	290000	0.0022430038590263	4137	508	226482	3092358
alle	Chrom2	290001	300000	0.0022405322294964	4008	1141	509254	3282314
vill	Chrom2	290001	300000	0.0010448384978207	1621	35	33498	2491542
alle	Chrom2	300001	310000	0.0002358649504683	1497	49	207746	1208416
vill	Chrom2	300001	310000	0.0004876413397945	1482	16	32811	910299
vill	Chrom2	310001	320000	0.0200902944637591	1863	4490	223491	968469
alle	Chrom2	310001	320000	0.0191214770300054	1892	9552	499543	1290289
alle	Chrom2	320001	330000	0.007310337707922	1857	1133	154986	1605520
vill	Chrom2	320001	330000	0.0050794262588442	1546	369	72646	1099784
alle	Chrom2	330001	340000	0.0007841311898027	1315	219	279290	964700
