pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom5	1	10000	0.0060359036037239	2620	542	89796	6867132
alle	vill	Chrom5	10001	20000	0.0076677774974114	1334	7050	919432	2444984
alle	vill	Chrom5	20001	30000	0.0219316343404943	6104	166256	7580648	2788216
alle	vill	Chrom5	30001	40000	0.011611735684138	7027	88136	7590252	3697332
alle	vill	Chrom5	40001	50000	0.0092909760589318	4730	52468	5647200	1857792
alle	vill	Chrom5	50001	60000	0.0078998846366053	2241	5040	637984	2922848
alle	vill	Chrom5	60001	70000	0.0181021307990935	3027	41220	2277080	3051496
alle	vill	Chrom5	70001	80000	0.0010071942446043	1810	238	236300	2686180
alle	vill	Chrom5	80001	90000	0.0036653428276501	2555	838	228628	3994316
alle	vill	Chrom5	90001	100000	0.009502606429192	3488	1750	184160	8814544
alle	vill	Chrom5	100001	110000	0.0033006714186304	3128	702	212684	5670292
alle	vill	Chrom5	110001	120000	0.0029472678030906	970	222	75324	1782708
alle	vill	Chrom5	120001	130000	0.0019022139315693	1593	310	162968	4454392
alle	vill	Chrom5	130001	140000	0.0021873411482	2503	568	259676	3815956
alle	vill	Chrom5	140001	150000	0.005162912969844	4090	1634	316488	6440856
alle	vill	Chrom5	150001	160000	0.0275730579162463	869	6450	233924	1396012
alle	vill	Chrom5	160001	170000	0.0066604164225165	1187	682	102396	2238756
alle	vill	Chrom5	170001	180000	0.0064262829416449	2406	1388	215988	3826380
alle	vill	Chrom5	180001	190000	0.003044117354945	3130	1226	402744	4650216
alle	vill	Chrom5	190001	200000	0.0029488271964838	1314	526	178376	1906168
alle	vill	Chrom5	200001	210000	0.0033401604042646	1802	698	208972	2710340
alle	vill	Chrom5	210001	220000	0.0059962186008823	2295	1332	222140	3438484
alle	vill	Chrom5	220001	230000	0.010841882617016	3025	3014	277996	4697348
alle	vill	Chrom5	230001	240000	0.0129004474507909	2712	24564	1904120	2391688
alle	vill	Chrom5	240001	250000	0.0071597929353775	1852	10412	1454232	1488840
alle	vill	Chrom5	250001	260000	0.0064050208485577	1702	1192	186104	3523624
alle	vill	Chrom5	260001	270000	0.0076203410291232	2133	1212	159048	4127256
alle	vill	Chrom5	270001	280000	0.0012544213210496	744	122	97256	1101832
alle	vill	Chrom5	280001	290000	0.0082151536034238	3219	1812	220568	5662408
alle	vill	Chrom5	290001	300000	0.0056618159990915	2537	1396	246564	4465836
alle	vill	Chrom5	300001	310000	0.0067547723935389	1614	828	122580	3918204
alle	vill	Chrom5	310001	320000	0.0047504433747149	2524	600	126304	4874384
alle	vill	Chrom5	320001	330000	0.014777787479263	4386	5416	366496	10043552
alle	vill	Chrom5	330001	340000	0.0128076866962629	1991	2458	191916	3215268
alle	vill	Chrom5	340001	350000	0.0023369182832445	1404	372	159184	2101184
alle	vill	Chrom5	350001	360000	0.0012536928080236	1602	202	161124	2545932
alle	vill	Chrom5	360001	370000	0.002289920955321	2541	540	235816	3842984
alle	vill	Chrom5	370001	380000	0.008353196332324	2081	1556	186276	3403068
alle	vill	Chrom5	380001	390000	0.014187979652966	2847	3202	225684	6569676
alle	vill	Chrom5	390001	400000	0.0175056132839016	2375	8046	459624	3487704
alle	vill	Chrom5	400001	410000	0.0027504692523555	2320	592	215236	3663980
alle	vill	Chrom5	410001	420000	0.0093728698023176	742	1100	117360	1057968
alle	vill	Chrom5	420001	430000	0.0040510743038818	1627	632	156008	2571640
alle	vill	Chrom5	430001	440000	0.0007167214895735	2193	190	265096	3517496
alle	vill	Chrom5	440001	450000	0.0096893701909375	4408	2176	224576	10480096
alle	vill	Chrom5	450001	460000	0.0081014669474928	2637	1754	216504	8170776
alle	vill	Chrom5	460001	470000	0.0086668634810847	1762	822	94844	6857332
alle	vill	Chrom5	470001	480000	0.0096207525401019	2470	2068	214952	4137880
alle	vill	Chrom5	480001	490000	0.0103209159812933	517	768	74412	757188
alle	vill	Chrom5	490001	500000	0.0030396402398401	2373	730	240160	3978032
alle	vill	Chrom5	500001	510000	0.0026542599358133	2274	526	198172	3597092
alle	vill	Chrom5	510001	520000	0.0036044967988035	2508	858	238036	3973820
alle	vill	Chrom5	520001	530000	0.0141408801706723	3002	5992	423736	4824056
alle	vill	Chrom5	530001	540000	0.0078211248114689	3134	2012	257252	5180620
alle	vill	Chrom5	540001	550000	0.0052386877087289	789	320	61084	1402532
alle	vill	Chrom5	550001	560000	0.004970016946943	1034	610	122736	1804992
alle	vill	Chrom5	560001	570000	0.0043743047306597	2628	928	212148	4538268
alle	vill	Chrom5	570001	580000	0.0016735993760561	934	206	123088	1370624
alle	vill	Chrom5	580001	590000	0.001435556313605	1009	202	140712	1630200
alle	vill	Chrom5	590001	600000	0.00902794620961	1982	1340	148428	3729204
alle	vill	Chrom5	600001	610000	0.0061158654061561	598	546	89276	861124
alle	vill	Chrom5	610001	620000	0.0153611034915161	926	1568	102076	1616564
alle	vill	Chrom5	620001	630000	0.0113949504729276	592	612	53708	979060
alle	vill	Chrom5	630001	640000	0.0036908673538281	2800	984	266604	4336500
alle	vill	Chrom5	640001	650000	0.0054289696301818	1546	670	123412	2664428
alle	vill	Chrom5	650001	660000	0.0078311653835943	1723	1180	150680	2708440
alle	vill	Chrom5	660001	670000	0.0037401956037571	1880	618	165232	2910896
