ID,family,hybrid_index,seed.cohort,cohort,F21_238,F21_259,F21_241,F21_284,F21_232,s.coh8,s.coh9,s.coh11,s.coh10,s.coh12,s.coh15,s.coh13,s.coh14,s.coh6,s.coh7,s.coh4,s.coh2,s.coh3,coh27,coh24,coh19,coh25,coh26,coh1,coh28,coh31,coh21,coh29,coh30,coh34,coh7,coh8,coh22,coh32,coh33,coh5,coh9,coh6,coh10,coh12,coh15,coh14,coh11,coh13,coh16,coh17,coh20,coh18,coh23,days_to_radicle,GR_cm.dy,ldmc,ave_thick,ave_tough,N_reabsorp,chloro_reabsorp,N_wght_p
23_003,21_232,0.318529279025161,7,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0.532,0.144230769230769,0.453,78.6666666666667,29.2613636363636,45.0471698113208,3.52
23_002,21_232,0.524578419486388,7,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0.54,NA,NA,NA,NA,70.5084745762712,NA
23_158,21_232,0.661140766013647,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0.156,NA,NA,NA,NA,97.0074812967581,3.616
22_036,21_232,0.326296478834675,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.235714285714286,0.0964912280701754,0.524666666666667,60,32.807570977918,65.450643776824,3.17
22_037,21_232,0.63471056301441,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.364285714285714,0.0971428571428572,0.516,104,31.986531986532,87.2231686541738,2.97
22_077,21_232,0.30016230193662,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.128571428571429,0.08,0.458,100.666666666667,29.9694189602446,94.5330296127563,3.27
22_115,21_232,0.413412934779639,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.35,0.098976109215017,0.514,82.6666666666667,17.2413793103448,57.4733096085409,3.19
22_078,21_232,0.584207514781614,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.385714285714286,0.104651162790698,0.495,127.333333333333,27.9245283018868,86.547811993517,2.65
22_043,21_232,0.451665975390571,7,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0.185714285714286,0.106951871657754,0.500666666666667,85.3333333333333,17.4216027874564,65.2866242038216,2.87
22_044,21_232,0.413657085141812,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0.342857142857143,0.134020618556701,0.449,70,34.5394736842105,80.4932735426009,3.04
22_080,21_232,0.212212102033516,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0.278571428571429,0.0931174089068826,0.465,116,16.8384879725086,56.9060773480663,2.91
22_054,21_232,0.383185235816815,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0.321428571428571,0.118811881188119,0.523666666666667,109.333333333333,13.2575757575758,85.5305466237942,2.64
22_051,21_232,0.36904534671284,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.321428571428571,0.105633802816901,0.472333333333333,69.3333333333333,30.3303303303303,60.9375,3.33
22_088,21_232,0.628643783203501,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.45,0.134199134199134,0.514,142.666666666667,37.0517928286853,94.0099833610649,2.51
22_056,21_232,0.546053888782725,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.285714285714286,0.101694915254237,0.559333333333333,106.666666666667,11.9565217391304,64.8387096774194,2.76
22_125,21_232,0.27811927984045,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0.261904761904762,0.128415300546448,0.525,104.666666666667,-1.51515151515151,54.5901639344262,2.64
22_124,21_232,0.45953978906999,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.3,0.0903225806451613,0.514,146.666666666667,25.5172413793103,82.02416918429,2.9
22_112,21_232,0.51345778462046,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.421428571428571,0.115485564304462,0.528333333333333,148,31.6793893129771,91.7355371900827,2.62
23_220,21_232,0.369257420340463,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.235714285714286,0.104294478527607,0.543666666666667,102.666666666667,29.4117647058824,82.6086956521739,2.89
22_113,21_232,0.359200438116101,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0.223809523809524,0.115702479338843,0.498333333333333,89.3333333333333,9.7972972972973,56.5137614678899,2.96
22_081,21_232,0.436040441782515,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.314285714285714,0.108786610878661,0.52,72,24.6268656716418,92.0068027210884,2.68
22_103,21_232,0.452367315769378,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0.257142857142857,0.119205298013245,0.458666666666667,82.6666666666667,25.5663430420712,55.6280587275693,3.09
22_119,21_232,0.460138052415917,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.442857142857143,0.106280193236715,0.487666666666667,128.666666666667,29.368029739777,82.8178694158076,2.69
22_083,21_232,0.414198523201003,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0.138297872340426,0.475333333333333,136.666666666667,NA,NA,NA
22_055,21_232,0.262406862610321,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0.295238095238095,0.112980769230769,0.549666666666667,91.3333333333333,22.0640569395018,49.2537313432836,2.81
22_101,21_232,0.261661324195866,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0.295238095238095,0.112980769230769,0.549666666666667,91.3333333333333,22.0640569395018,49.2537313432836,2.81
22_128,21_232,0.410316961970024,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0.438095238095238,0.103030303030303,0.511333333333333,96,38.0530973451327,65.4916512059369,3.39
22_137,21_232,0.20758043190833,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0.495238095238095,0.118181818181818,0.485,100.666666666667,32.8125,64.2978003384095,3.2
22_130,21_232,0.436052876457387,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0.433333333333333,0.118556701030928,0.551,123.333333333333,18.4873949579832,71.0310965630115,2.38
22_108,21_232,0.447258307124299,4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0.404761904761905,0.124137931034483,0.558666666666667,148.666666666667,10.4430379746835,70.1863354037267,3.16
22_127,21_232,0.55483612668084,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0.471428571428571,0.105263157894737,0.542666666666667,130.666666666667,12.3188405797101,47.1666666666667,2.76
22_135,21_232,0.347373015440013,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0.471428571428571,0.135278514588859,0.527666666666667,130,21.7741935483871,65.1340996168582,2.48
22_179,21_232,0.424596542181549,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.433333333333333,0.127777777777778,0.578,132.666666666667,22.1453287197232,76.0233918128655,2.89
22_164,21_232,0.536363138885849,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0.416666666666667,0.133333333333333,0.550333333333333,102.666666666667,6.26865671641791,25.975975975976,3.35
22_172,21_232,0.401629210396176,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0.579166666666667,NA,NA,NA,NA,NA,NA
22_131,21_232,0.309192818890646,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0.185714285714286,0.117154811715481,0.466333333333333,83.3333333333333,31.7258883248731,45.5238095238095,3.94
22_178,21_232,0.304118760804544,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0.5,0.113122171945701,0.504333333333333,109.333333333333,31.0126582278481,63.0434782608696,3.16
22_162,21_232,0.496952969147105,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0.5125,NA,NA,NA,NA,NA,NA
22_158,21_232,0.413293182664845,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0.425,0.138364779874214,0.510333333333333,145.333333333333,17.741935483871,52.8399311531842,3.1
22_139,21_232,0.434970112181674,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0.495833333333333,0.146825396825397,0.519666666666667,174.666666666667,24.9211356466877,68.5303514376997,3.17
22_165,21_232,0.514524647887324,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0.383333333333333,0.158163265306122,0.551666666666667,131.333333333333,16.3879598662207,58.5089141004862,2.99
22_163,21_232,0.492001972116464,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0.458333333333333,0.113564668769716,0.529333333333333,133.333333333333,27.027027027027,66.3551401869159,3.7
22_152,21_232,0.492605373428642,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0.242307692307692,0.126984126984127,0.543333333333333,121.333333333333,25.0783699059561,58.5127201565558,3.19
22_156,21_232,0.375236996125629,4,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.380769230769231,0.128953771289538,0.492333333333333,136.666666666667,18.2098765432099,71.9402985074627,3.24
23_190,21_232,0.388963182154441,4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0.365384615384615,0.129129129129129,0.494666666666667,134.666666666667,17.4174174174174,48.7261146496815,3.33
23_227,21_232,0.338812011157906,4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0.311538461538462,0.102564102564103,0.530333333333333,128.666666666667,38.7909319899244,54.3371522094926,3.97
23_204,21_232,0.335526674295679,4,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.257692307692308,0.109271523178808,0.492333333333333,102.666666666667,32.5870646766169,33.5676625659051,4.02
22_197,21_232,0.452435364409813,4,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.280769230769231,0.1,0.493333333333333,126,26.2390670553936,66.45056726094,3.43
23_010,21_232,0.534522044693351,4,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1.044,NA,NA,NA,39.3835616438356,79.8403193612775,2.92
23_015,21_232,0.397028948704926,4,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0.312,NA,NA,NA,32.5581395348837,45.4926624737946,3.44
22_187,21_232,0.223896856039713,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.670833333333333,0.132947976878613,0.507666666666667,137.333333333333,24.5283018867925,48.3101391650099,3.71
22_151,21_232,0.517055605180884,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.270833333333333,0.10989010989011,0.477666666666667,57.3333333333333,14.84375,54.3554006968641,3.84
22_161,21_232,0.410895104895105,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.375,0.137142857142857,0.542333333333333,103.333333333333,21.1382113821138,55.8778625954198,3.69
22_167,21_232,0.27870774263904,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0.315151515151515,0.0983606557377049,0.492666666666667,103.333333333333,9.375,62.2641509433962,3.84
22_150,21_232,0.395491297793614,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0.307692307692308,0.106312292358804,0.532,110.666666666667,26.1127596439169,65.1020408163265,3.37
22_141,21_232,0.571744600835108,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.357692307692308,0.137809187279152,0.550666666666667,124.666666666667,19.8717948717949,61.4982578397212,3.12
22_157,21_232,0.632020925110132,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.3,0.115107913669065,0.576,116,41.6949152542373,71.3355592654424,2.95
22_176,21_232,0.579714496274258,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.0115384615384615,0.104072398190045,0.56,119.333333333333,27.4809160305344,61.6541353383459,3.93
22_185,21_232,0.379728432313812,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.284615384615385,0.123209169054441,0.483666666666667,104,30.1829268292683,63.4680134680135,3.28
22_166,21_232,0.415018984671636,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.5125,0.134375,0.518666666666667,125.333333333333,22.6158038147139,63.922942206655,3.67
22_144,21_232,0.425363911013458,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0.592307692307692,0.11340206185567,0.493333333333333,134.666666666667,38.75,77.9390420899855,3.2
22_155,21_232,0.514999451573983,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.119230769230769,0.121710526315789,0.538,113.333333333333,20.2312138728324,51.9266055045872,3.46
22_140,21_232,0.497594445355639,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.411538461538462,0.151351351351351,0.543666666666667,172,21.9435736677116,62.9213483146067,3.19
22_149,21_232,0.408678171922435,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.161538461538462,0.106666666666667,0.498666666666667,90.6666666666667,20.671834625323,74.3764172335601,3.87
22_186,21_232,0.40868193017912,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0.580769230769231,0.107569721115538,0.481666666666667,110,32.9230769230769,61.4896988906498,3.25
22_177,21_232,0.377708681478235,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.261538461538462,0.109717868338558,0.535333333333333,144,NA,91.042345276873,3.3
22_154,21_232,0.54963371470903,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.323076923076923,0.111524163568773,0.584333333333333,122,28.6135693215339,78.0844155844156,3.39
22_147,21_232,0.525309551082747,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0.387878787878788,0.114705882352941,0.509333333333333,138,26.2798634812287,47.3851030110935,2.93
22_170,21_232,0.443065793065793,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0.466666666666667,0.110726643598616,0.515666666666667,140,26.3665594855305,46.8954248366013,3.11
22_174,21_232,0.387171708890164,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0.769230769230769,0.110726643598616,0.497666666666667,128,24.025974025974,65.6509695290859,3.08
22_171,21_232,0.356809765464271,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0.433333333333333,0.139941690962099,0.494333333333333,134.666666666667,19.5876288659794,40.8320493066256,2.91
22_175,21_232,0.624043028778989,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0.293939393939394,0.114093959731544,0.562,144.666666666667,6.54205607476636,40.2439024390244,3.21
22_168,21_232,0.312992824206706,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0.342424242424242,0.147435897435897,0.471333333333333,128.666666666667,23.7536656891496,73.0696798493409,3.41
22_183,21_232,0.499226671249356,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0.55,0.109223300970874,0.526666666666667,137.333333333333,26.6187050359712,76.3727121464226,2.78
22_145,21_232,0.357651049278879,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0.426923076923077,0.0926517571884984,0.523,99.3333333333333,25.1336898395722,54.0350877192982,3.74
22_215,21_232,0.512869059378773,2,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0.353846153846154,0.097378277153558,0.539333333333333,128.666666666667,30.0546448087432,59.077380952381,3.66
23_196,21_232,0.290755222574647,2,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0.330769230769231,0.0918918918918919,0.508666666666667,110,37.25,52.991452991453,4
23_229,21_232,0.268314668123464,2,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.276923076923077,0.138888888888889,0.516333333333333,137.333333333333,30.5841924398625,66.3382594417077,2.91
23_112,21_232,0.301765058926233,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.742307692307692,0.120879120879121,0.472666666666667,99.3333333333333,38.7921653971708,55.1487414187643,3.676
23_030,21_232,0.367346097849078,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.623076923076923,0.0956521739130435,0.436666666666667,99.3333333333333,40.7824222936763,41.0958904109589,3.732
23_029,21_232,0.68640350877193,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.626923076923077,0.0975609756097561,0.439333333333333,98.6666666666667,28.6567164179104,42.9378531073446,3.35
23_111,21_232,0.427957546655026,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.753846153846154,0.114583333333333,0.497666666666667,90.6666666666667,NA,56.9204152249135,4.041
