chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom9	18031	33349	0.394653	0.210444	0.148610	0.131386
Chrom9	19995	69857	0.513830	0.318294	0.206817	0.219955
Chrom9	33394	77030	0.429117	0.302209	0.195590	0.189730
Chrom9	69859	81756	0.039374	0.018919	0.014053	0.026567
Chrom9	77319	82220	-0.011652	-0.005396	-0.004191	0.002597
Chrom9	81842	93853	-0.355016	-0.088553	-0.066992	-0.300238
Chrom9	82232	111672	-0.364807	-0.098249	-0.075445	-0.283938
Chrom9	93862	118050	-0.330134	-0.100655	-0.077659	-0.239345
Chrom9	111822	118838	-0.240782	-0.071981	-0.056072	-0.172786
Chrom9	118052	127899	0.033695	0.014939	0.011686	0.032140
Chrom9	123995	131361	0.003041	0.000891	0.000730	0.010765
Chrom9	127914	157758	-0.077406	-0.015452	-0.013061	-0.050668
Chrom9	131593	168900	-0.281494	-0.067487	-0.054527	-0.227897
Chrom9	159106	170651	-0.219079	-0.065555	-0.051089	-0.187705
Chrom9	168902	170971	0.714223	0.205465	0.181232	0.427836
Chrom9	170659	171834	0.475903	0.113158	0.104981	0.268209
Chrom9	170972	181635	-0.056825	-0.015065	-0.012351	-0.050224
Chrom9	172125	182303	-0.174621	-0.083815	-0.055249	-0.100703
Chrom9	181636	183756	0.116140	0.183498	0.091035	0.022882
Chrom9	182334	187292	0.245449	0.138241	0.103402	0.130186
Chrom9	183775	191926	0.010009	0.003951	0.002939	-0.002176
Chrom9	187302	193718	-0.103780	-0.037350	-0.029394	-0.048612
Chrom9	192041	195091	-0.083624	-0.051831	-0.037556	-0.035169
Chrom9	193731	196887	-0.000588	-0.000852	-0.000604	-0.008390
Chrom9	195092	197150	0.049981	0.086115	0.070835	0.028627
Chrom9	196894	198778	0.111864	0.113030	0.095672	0.072304
Chrom9	197153	202402	0.162405	0.116334	0.096023	0.107470
Chrom9	198807	205854	0.203858	0.139210	0.106293	0.144260
Chrom9	203114	208211	0.294213	0.162521	0.128157	0.226498
Chrom9	205976	208892	0.152771	0.102528	0.081761	0.097311
Chrom9	208232	210747	-0.042983	-0.056625	-0.036025	-0.052802
Chrom9	208934	215424	-0.007773	-0.005133	-0.003694	-0.022790
Chrom9	210864	231867	0.010003	0.004885	0.003597	0.007491
Chrom9	215694	238108	-0.067565	-0.032990	-0.022719	-0.027351
Chrom9	232083	244175	-0.190525	-0.067428	-0.049456	-0.049526
Chrom9	238158	250407	0.215028	0.043893	0.036491	0.035565
Chrom9	244186	262967	0.260860	0.056166	0.048637	0.044531
Chrom9	251216	275116	0.249276	0.049167	0.042963	0.034200
Chrom9	263044	276446	0.391260	0.077373	0.065615	0.049765
Chrom9	275139	278947	0.311430	0.126679	0.101143	0.069906
Chrom9	276448	284867	0.187693	0.035831	0.031256	0.035571
Chrom9	280291	287151	0.116838	0.024124	0.020766	0.037474
Chrom9	284881	287796	0.151598	0.118245	0.074009	0.090523
Chrom9	287162	288179	0.079828	0.095110	0.055486	0.059401
Chrom9	287812	289021	-0.023604	-0.014975	-0.009952	-0.021232
Chrom9	288185	289410	0.054876	0.044500	0.025245	0.007637
Chrom9	289027	290538	0.092381	0.119287	0.061072	0.041492
Chrom9	289420	291372	0.013949	0.020054	0.009535	0.013297
Chrom9	290726	292164	0.051912	0.060469	0.030676	0.029711
Chrom9	291398	292779	0.048069	0.047310	0.023184	0.008376
Chrom9	292186	293340	0.005157	0.007632	0.003867	-0.006521
Chrom9	292780	294374	0.146834	0.192525	0.108044	0.075612
Chrom9	293345	295982	0.543827	0.302628	0.212528	0.368912
Chrom9	294377	296797	0.490209	0.232115	0.170321	0.310267
Chrom9	295999	300759	-0.157379	-0.057126	-0.036487	-0.037321
Chrom9	296803	302302	0.001009	0.000355	0.000239	0.003073
Chrom9	300768	304435	0.156821	0.052478	0.041649	0.053650
Chrom9	302332	310993	0.247523	0.066543	0.056489	0.062159
Chrom9	304575	312885	0.559154	0.115096	0.103150	0.090078
Chrom9	311015	315835	0.238499	0.038703	0.034457	0.037172
Chrom9	313252	318923	0.057135	0.010684	0.009406	0.013827
Chrom9	315884	321161	0.336693	0.056717	0.050923	0.063595
Chrom9	318995	330671	0.483313	0.069026	0.062430	0.071242
Chrom9	321193	340008	0.122985	0.023627	0.020403	0.025377
Chrom9	331688	342108	0.043167	0.009986	0.007643	0.013664
Chrom9	340034	363592	0.284303	0.088094	0.063151	0.072499
Chrom9	342159	381227	0.454366	0.088315	0.080278	0.074880
Chrom9	363593	395248	0.500821	0.094619	0.090012	0.125323
Chrom9	381625	399538	0.416838	0.084707	0.077275	0.206282
Chrom9	395281	411110	0.458790	0.072362	0.059490	0.233136
Chrom9	400829	420336	0.447364	0.059193	0.045425	0.279143
