chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom2	12881	22165	0.015688	0.007369	0.005654	-0.001927
Chrom2	20791	27313	0.061129	0.027747	0.021751	0.033769
Chrom2	22166	35354	0.179112	0.044484	0.034483	0.071829
Chrom2	27397	36282	0.182735	0.038443	0.031322	0.061195
Chrom2	35379	44148	0.530159	0.059672	0.053105	0.202451
Chrom2	36507	45136	0.129800	0.015768	0.012994	0.023300
Chrom2	44182	51227	0.109875	0.015515	0.012076	0.038804
Chrom2	45183	52466	0.076721	0.014461	0.011291	0.035059
Chrom2	51250	57338	-0.266353	-0.102056	-0.067635	-0.181058
Chrom2	52556	58032	-0.655623	-0.652563	-0.251724	-0.530414
Chrom2	57364	60229	-0.854706	-2.447556	-0.406061	-0.703745
Chrom2	58103	60591	-0.557144	-0.360533	-0.179683	-0.410944
Chrom2	60242	65008	0.322416	0.036869	0.032595	0.194182
Chrom2	60592	66489	0.105550	0.015333	0.012805	0.039281
Chrom2	65011	68580	-0.098175	-0.022753	-0.018339	-0.037720
Chrom2	66491	78200	0.070369	0.005162	0.004531	0.022364
Chrom2	68581	82065	0.294562	0.016208	0.014259	0.068070
Chrom2	78249	85663	0.345926	0.032315	0.028029	0.135472
Chrom2	82092	86268	0.174927	0.068774	0.057948	0.089918
Chrom2	85679	86553	0.147449	0.285982	0.238430	0.066458
Chrom2	86278	108190	0.247719	0.031171	0.028384	0.089960
Chrom2	86572	131693	0.002624	0.000241	0.000217	0.004073
Chrom2	109268	134415	0.063946	0.007334	0.006573	0.033996
Chrom2	131813	138186	0.347417	0.032007	0.029039	0.075078
Chrom2	134513	139629	0.206615	0.019849	0.018052	0.053754
Chrom2	138305	141128	-0.006817	-0.001558	-0.001387	0.003883
Chrom2	139696	153080	0.024108	0.003555	0.003261	0.023894
Chrom2	141542	156036	0.148923	0.026311	0.024070	0.096456
Chrom2	153095	172605	-0.233306	-0.062514	-0.050542	-0.199548
Chrom2	156038	174955	-0.611150	-0.157687	-0.120293	-0.522884
Chrom2	172629	175831	-0.531656	-0.159957	-0.122689	-0.505330
Chrom2	175009	179349	-0.240660	-0.100694	-0.075711	-0.244835
Chrom2	176079	183087	-0.421665	-0.169496	-0.125909	-0.440398
Chrom2	179491	192897	-0.592094	-0.215369	-0.163393	-0.486064
Chrom2	183176	205929	-0.622367	-0.231709	-0.149142	-0.520887
Chrom2	193249	215157	-0.801625	-0.324866	-0.187431	-0.755855
Chrom2	205947	224397	-0.664625	-0.242760	-0.144124	-0.598030
Chrom2	215190	225986	-0.452869	-0.143768	-0.087688	-0.367770
Chrom2	224687	231599	-0.372416	-0.190114	-0.105833	-0.295305
Chrom2	227141	243527	-0.428320	-0.151324	-0.095008	-0.405252
Chrom2	232046	246612	0.072867	0.030474	0.022190	0.052175
Chrom2	243832	252567	0.613474	0.313065	0.302990	0.585045
Chrom2	246730	262096	0.628905	0.305622	0.286607	0.542257
Chrom2	252580	265584	0.432893	0.276048	0.218611	0.256288
Chrom2	262117	278232	0.519349	0.341822	0.281012	0.392356
Chrom2	265855	285363	0.778760	0.472197	0.422793	0.743704
Chrom2	278435	286518	0.885991	0.588235	0.531234	0.774791
Chrom2	285377	287014	0.924946	0.699363	0.637421	0.809375
Chrom2	286523	287437	0.973106	0.757515	0.688272	0.929078
Chrom2	287022	288126	0.982957	0.805744	0.766667	0.981967
Chrom2	287447	288474	0.984406	0.752651	0.730714	0.961962
Chrom2	288129	298441	0.623032	0.372611	0.325384	0.614808
Chrom2	288476	312548	0.476799	0.233871	0.190386	0.435570
Chrom2	298442	313258	0.543105	0.241578	0.198155	0.409234
Chrom2	312588	315799	0.195694	0.075163	0.061054	0.114089
Chrom2	313264	318125	0.176346	0.059480	0.046746	0.111766
Chrom2	315904	320790	0.199496	0.053334	0.044137	0.119988
Chrom2	318175	323568	0.257216	0.058776	0.050412	0.133848
Chrom2	321018	333583	0.168576	0.053753	0.041242	0.056077
Chrom2	323573	344906	0.546080	0.288434	0.219660	0.442755
Chrom2	333857	345422	0.741771	0.479485	0.395612	0.673157
Chrom2	344915	345785	0.623390	0.447448	0.367320	0.535314
Chrom2	345443	346762	0.242885	0.162047	0.122338	0.236771
Chrom2	345806	347323	0.336246	0.254725	0.194110	0.318617
Chrom2	346821	349190	0.698601	0.527738	0.434833	0.616567
Chrom2	347381	355309	0.916835	0.620073	0.536931	0.846145
Chrom2	349454	366623	0.854920	0.485489	0.404277	0.844894
Chrom2	355354	372360	0.759896	0.409951	0.347106	0.749862
Chrom2	366628	378661	0.714470	0.339913	0.277706	0.594571
Chrom2	372371	383616	0.619225	0.245162	0.170052	0.371294
Chrom2	378752	392886	0.723398	0.360696	0.238864	0.441058
Chrom2	383709	400664	0.812122	0.418822	0.286797	0.641528
Chrom2	393060	418689	0.870780	0.439693	0.293304	0.855226
Chrom2	400938	430453	0.892906	0.476597	0.307173	0.868611
Chrom2	418769	443822	0.742212	0.239614	0.159696	0.680524
Chrom2	430664	444629	0.194009	0.055268	0.037893	0.167675
Chrom2	443829	445244	-0.086905	-0.189946	-0.127816	-0.058679
Chrom2	444639	445964	-0.042920	-0.091265	-0.063678	-0.027251
Chrom2	445245	447269	-0.158696	-0.260931	-0.114459	-0.080264
Chrom2	445985	447716	-0.131210	-0.219202	-0.095962	-0.078181
Chrom2	447270	448788	-0.138575	-1.123626	-0.223334	-0.069424
Chrom2	447736	449248	-0.269364	1.810101	-0.467662	-0.101335
Chrom2	448790	449852	-0.125404	3.178980	-0.173784	-0.048213
Chrom2	449260	475701	0.252686	0.026498	0.018220	0.140989
Chrom2	449902	479628	0.468135	0.081880	0.060863	0.337574
Chrom2	476191	497797	0.485596	0.146219	0.125732	0.236212
Chrom2	479941	498906	0.314593	0.098025	0.081361	0.133755
Chrom2	497806	499388	-0.067878	-0.119141	-0.068947	-0.040381
Chrom2	498919	500795	0.226908	0.223148	0.163874	0.196098
Chrom2	499435	502722	0.535415	0.319362	0.277069	0.447804
