chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom6	115675	154179	-0.233024	-0.053444	-0.019591	-0.034614
Chrom6	124494	182412	-0.001297	-0.000326	-0.000111	-0.003793
Chrom6	158825	184452	0.214935	0.055736	0.022309	0.015792
Chrom6	183067	185606	0.106813	0.037081	0.019069	0.007989
Chrom6	184493	199180	0.212744	0.035876	0.020226	0.017631
Chrom6	185608	209910	0.188434	0.026128	0.013489	0.015965
Chrom6	199591	218572	0.085035	0.012793	0.005092	0.010780
Chrom6	209918	235904	-0.017358	-0.004146	-0.001506	-0.000813
Chrom6	218574	248302	0.055314	0.017056	0.007668	0.003815
Chrom6	236095	265626	0.291660	0.091060	0.046930	0.026290
Chrom6	248366	266669	0.236228	0.124160	0.075592	0.046004
Chrom6	265638	270939	0.076783	0.088385	0.048398	0.018147
Chrom6	266678	273478	-0.037506	-0.033237	-0.013780	-0.006424
Chrom6	271463	275578	0.120344	0.082465	0.042108	0.027283
Chrom6	273490	278330	0.074199	0.066062	0.035148	0.021974
Chrom6	275646	282495	0.020600	0.023882	0.009104	-0.001566
Chrom6	278348	298039	-0.029325	-0.020430	-0.006674	-0.005174
Chrom6	282679	299804	-0.050381	-0.029784	-0.011353	-0.005185
Chrom6	298053	325719	0.047658	0.022594	0.016273	0.008658
Chrom6	299807	336649	0.257184	0.064124	0.046994	0.072740
Chrom6	325734	337227	0.247806	0.059446	0.045860	0.102904
Chrom6	336684	339098	-0.060571	-0.030481	-0.022667	-0.016204
Chrom6	337265	348239	-0.095979	-0.053598	-0.033593	-0.053088
Chrom6	339127	349816	0.000654	0.000327	0.000197	-0.020295
Chrom6	348248	366863	0.146509	0.042944	0.027429	0.098313
Chrom6	349880	373886	0.251555	0.086395	0.055981	0.165220
Chrom6	372708	383400	0.269913	0.100103	0.067896	0.091567
Chrom6	375128	393174	0.416499	0.079086	0.055308	0.086101
Chrom6	383410	402199	0.170328	0.035103	0.025684	0.053295
Chrom6	393195	407472	0.072721	0.015488	0.011957	0.016717
Chrom6	406278	422856	0.279612	0.064100	0.050260	0.160008
Chrom6	407510	442673	0.174572	0.039440	0.029665	0.087450
Chrom6	422888	456625	0.293204	0.087369	0.063406	0.124384
Chrom6	442675	460671	0.143951	0.072752	0.050784	0.094158
Chrom6	456682	477591	0.024697	0.008128	0.005578	0.014884
Chrom6	461564	484459	0.357849	0.060149	0.044915	0.115815
Chrom6	478745	497759	0.264030	0.071943	0.056115	0.199266
Chrom6	484493	508462	0.251530	0.068325	0.056625	0.169411
Chrom6	498442	509454	0.494672	0.096975	0.083121	0.177017
Chrom6	508507	510626	0.769914	0.136721	0.117935	0.254248
Chrom6	509621	511793	0.307983	0.100747	0.085796	0.179189
Chrom6	510662	515294	0.104266	0.087973	0.053201	0.035063
Chrom6	511795	519776	0.450445	0.107225	0.092143	0.139416
Chrom6	515361	522214	0.732824	0.106629	0.095499	0.224153
Chrom6	519777	523768	0.657745	0.136094	0.113831	0.191994
Chrom6	522596	526330	0.524300	0.170926	0.142972	0.184860
Chrom6	523810	528780	0.402054	0.121072	0.104332	0.134396
