chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom4	9702	37485	0.081160	0.071353	0.043992	0.052063
Chrom4	20117	38456	0.004164	0.005182	0.003947	0.002694
Chrom4	37517	39737	0.059829	0.173066	0.078238	0.023633
Chrom4	38541	41449	0.114987	0.303820	0.181074	0.048534
Chrom4	39883	44410	0.244949	0.273808	0.214620	0.125130
Chrom4	41462	46879	0.278371	0.253285	0.177974	0.134249
Chrom4	45523	50303	0.117695	0.127361	0.086400	0.039476
Chrom4	46893	58717	-0.116983	-0.183861	-0.092919	-0.047518
Chrom4	50321	62756	-0.090744	-0.060453	-0.044217	-0.037289
Chrom4	59043	65754	-0.106995	-0.048589	-0.040728	-0.049919
Chrom4	62853	72965	-0.232149	-0.234038	-0.139870	-0.104022
Chrom4	65779	78163	0.035494	0.038957	0.020390	-0.006702
Chrom4	73052	100494	0.164137	0.086177	0.050827	0.067928
Chrom4	80657	116336	0.070143	0.014440	0.010809	0.017269
Chrom4	100523	130179	-0.023523	-0.005940	-0.004966	0.006532
Chrom4	116387	149722	-0.149717	-0.109187	-0.060340	-0.049823
Chrom4	130220	151245	-0.390854	-0.268514	-0.133959	-0.182106
Chrom4	149724	154088	-0.354787	-0.171425	-0.106902	-0.142614
Chrom4	151287	155392	-0.199171	-0.073308	-0.057927	-0.103899
Chrom4	154092	156317	-0.177715	-0.129371	-0.088241	-0.091315
Chrom4	155462	161343	0.286151	0.278756	0.214084	0.163964
Chrom4	156449	168288	0.290335	0.183299	0.141788	0.142132
Chrom4	161363	170476	0.102000	0.022987	0.020091	0.035622
Chrom4	168683	171713	0.107900	0.029394	0.025656	0.031028
Chrom4	170513	172094	0.006091	0.003085	0.002279	-0.015115
Chrom4	171726	173399	0.091959	0.021727	0.018473	0.009003
Chrom4	172118	175122	-0.031358	-0.008430	-0.006317	-0.006620
Chrom4	173435	191127	0.228788	0.072057	0.054966	0.058471
Chrom4	175139	197932	0.440418	0.105189	0.089591	0.106367
Chrom4	191224	200290	0.177921	0.052529	0.041706	0.055331
Chrom4	197963	203791	0.049814	0.028329	0.017690	0.037048
Chrom4	200311	205824	0.074351	0.039146	0.026807	0.030804
Chrom4	204155	206822	0.025802	0.014448	0.010153	0.014579
Chrom4	205826	210482	-0.131983	-0.078906	-0.044087	-0.064916
Chrom4	208153	216942	-0.135774	-0.029859	-0.022088	-0.047305
Chrom4	210500	219541	0.185146	0.032400	0.026777	0.041140
Chrom4	216971	222231	0.640859	0.098757	0.089556	0.072304
Chrom4	219545	237852	0.297065	0.030222	0.028142	0.028918
Chrom4	222269	241533	0.158202	0.019674	0.017612	0.022540
Chrom4	239044	242157	-0.088309	-0.033944	-0.025226	-0.016441
Chrom4	241649	248214	-0.102983	-0.026286	-0.021970	-0.014465
Chrom4	242167	252295	0.123922	0.027926	0.024013	0.029610
Chrom4	248247	264743	0.131011	0.038249	0.031215	0.037680
Chrom4	252308	285263	0.186467	0.026222	0.022445	0.048028
Chrom4	264806	325207	-0.045195	-0.004870	-0.003857	-0.020212
Chrom4	288163	334434	-0.001276	-0.000219	-0.000162	-0.018119
Chrom4	325317	336525	0.246388	0.072592	0.052473	0.118326
Chrom4	334489	365969	0.082036	0.011400	0.008558	0.014857
Chrom4	336540	369982	-0.193264	-0.037005	-0.027377	-0.071661
Chrom4	366215	383579	0.331859	0.275389	0.154737	0.193491
Chrom4	369986	392724	0.885828	0.542538	0.392753	0.803936
Chrom4	383799	414325	0.947883	0.367031	0.289093	0.835445
Chrom4	392761	438900	0.627686	0.131681	0.108290	0.393325
Chrom4	414928	446635	0.095512	0.015234	0.012739	0.055511
Chrom4	440461	463306	0.278414	0.054516	0.048650	0.100770
Chrom4	446830	481113	0.368046	0.062560	0.056029	0.142388
Chrom4	464191	495999	0.423717	0.085486	0.069465	0.175749
Chrom4	481663	510446	0.332231	0.081064	0.061924	0.113459
Chrom4	497178	527180	0.301312	0.075679	0.058305	0.096276
Chrom4	511089	535485	0.451448	0.146724	0.120647	0.185985
Chrom4	527295	538190	0.293558	0.094849	0.078738	0.088499
Chrom4	535489	541927	0.028842	0.007728	0.006298	0.016611
Chrom4	538309	550035	0.289672	0.078300	0.063091	0.088778
Chrom4	542411	551406	0.173660	0.045607	0.035596	0.038590
Chrom4	550051	553307	-0.306867	-0.105840	-0.073073	-0.228530
Chrom4	551412	565128	-0.058508	-0.019870	-0.011719	-0.021741
Chrom4	554055	570805	0.396431	0.146500	0.092164	0.187432
Chrom4	565147	576958	0.551847	0.239800	0.180200	0.387134
Chrom4	572544	577871	0.518859	0.219293	0.155194	0.288437
Chrom4	577007	578267	0.044201	0.017612	0.010432	-0.009186
Chrom4	577877	580888	-0.033068	-0.021070	-0.015463	-0.029310
Chrom4	578271	582625	-0.030123	-0.012459	-0.009436	-0.003442
Chrom4	580950	585052	-0.058117	-0.015337	-0.011622	-0.005082
Chrom4	582670	594173	0.097891	0.027737	0.023144	0.031803
Chrom4	585078	600885	0.146628	0.052823	0.038820	0.079617
Chrom4	594314	623031	0.101382	0.024361	0.016095	0.065143
Chrom4	600908	624272	0.487705	0.143109	0.105192	0.358441
Chrom4	623043	625208	0.851634	0.654829	0.596025	0.847048
Chrom4	624314	625536	0.974210	0.812456	0.765318	0.961470
Chrom4	625211	626477	0.994842	0.948488	0.923299	0.994317
Chrom4	625667	631772	0.942286	0.451696	0.400967	0.300755
Chrom4	626685	639250	0.402036	0.077708	0.062579	0.082853
Chrom4	631871	648485	0.242335	0.058926	0.044625	0.129462
Chrom4	639262	675391	0.299141	0.077224	0.053820	0.169836
Chrom4	648492	687092	0.259059	0.062264	0.045091	0.142477
Chrom4	677502	694309	0.355744	0.099773	0.078131	0.184985
Chrom4	687239	705175	0.426417	0.128593	0.101121	0.215455
Chrom4	694596	716755	-0.029702	-0.007397	-0.005532	-0.021558
Chrom4	707087	722367	-0.354683	-0.070215	-0.054375	-0.198693
Chrom4	716821	723185	-0.295676	-0.062691	-0.049435	-0.206927
Chrom4	722642	725625	-0.120453	-0.042068	-0.029946	-0.051552
Chrom4	723186	734461	0.214819	0.068015	0.048520	0.078507
Chrom4	725630	760411	0.217574	0.056706	0.041045	0.089931
Chrom4	734825	762079	0.017227	0.004176	0.002999	0.021872
Chrom4	760519	764289	-0.288015	-0.107600	-0.075400	-0.241438
Chrom4	762092	772224	-0.087309	-0.029124	-0.019860	-0.050851
Chrom4	764314	800434	0.176826	0.025893	0.019574	0.072828
Chrom4	775689	804637	0.059606	0.007690	0.006063	0.030866
Chrom4	800881	828969	0.311837	0.058733	0.044588	0.123988
Chrom4	804661	844211	0.095533	0.015280	0.010723	0.031546
Chrom4	829972	863129	-0.099930	-0.016870	-0.011111	-0.035330
Chrom4	844397	873595	-0.076474	-0.012020	-0.008265	-0.032538
Chrom4	863460	884534	0.039828	0.005639	0.004385	-0.004754
Chrom4	873869	891553	0.068828	0.009600	0.007148	0.011509
Chrom4	884548	901161	-0.198183	-0.035864	-0.022768	-0.062071
Chrom4	896169	901568	-0.381841	-0.158675	-0.105677	-0.349456
Chrom4	901164	905585	-0.031927	-0.013062	-0.010503	-0.013242
Chrom4	902021	917483	0.252928	0.069343	0.055017	0.191621
Chrom4	905587	918894	0.016356	0.006136	0.004398	-0.002793
Chrom4	917493	919486	-0.253414	-0.304782	-0.166378	-0.246401
Chrom4	918914	920706	-0.099181	-0.081969	-0.052577	-0.114249
Chrom4	919505	929702	0.196988	0.029801	0.027159	0.049933
Chrom4	920709	939768	0.025958	0.002758	0.002553	0.014091
Chrom4	929728	945295	-0.005164	-0.001176	-0.001002	0.012623
Chrom4	941222	946934	0.156544	0.050905	0.042484	0.126239
Chrom4	945301	948917	-0.045440	-0.047342	-0.032643	-0.024433
Chrom4	947116	953741	-0.010888	-0.007532	-0.005064	0.007191
Chrom4	948932	964211	-0.014656	-0.005233	-0.003481	0.002969
Chrom4	953890	965900	0.542766	0.257983	0.185121	0.438458
Chrom4	964219	973509	0.440013	0.232546	0.166850	0.305800
Chrom4	966234	985276	-0.355727	-0.126311	-0.084378	-0.208783
Chrom4	974007	985707	-0.269236	-0.102443	-0.072646	-0.168065
Chrom4	985286	987241	-0.166231	-0.185660	-0.105098	-0.116380
Chrom4	985714	988315	-0.240432	-0.201798	-0.105991	-0.195933
Chrom4	987258	993755	-0.105134	-0.026446	-0.017729	-0.091893
Chrom4	988328	1010206	-0.128728	-0.030306	-0.022246	-0.083137
Chrom4	994173	1041330	-0.011541	-0.002677	-0.002062	0.016472
Chrom4	1010216	1056344	0.182331	0.043811	0.033713	0.178479
Chrom4	1043103	1066393	0.141296	0.047473	0.032789	0.099610
Chrom4	1056345	1096314	0.003281	0.000566	0.000425	0.002637
Chrom4	1071386	1108123	-0.014451	-0.001885	-0.001474	-0.004499
Chrom4	1097465	1116280	0.407434	0.096003	0.071113	0.108421
Chrom4	1108218	1121935	0.810421	0.312466	0.228644	0.573031
Chrom4	1116331	1124732	0.895512	0.440181	0.284917	0.712796
Chrom4	1121973	1141257	0.571614	0.271329	0.170232	0.428652
Chrom4	1124821	1166097	0.019677	0.004234	0.003305	0.017346
Chrom4	1141378	1176454	-0.065133	-0.005150	-0.004443	-0.010759
Chrom4	1167390	1191290	0.290812	0.034573	0.029816	0.103299
Chrom4	1176742	1203347	0.231661	0.044614	0.035593	0.108837
Chrom4	1191433	1211455	0.083653	0.020161	0.014488	0.082722
Chrom4	1203364	1224912	-0.115504	-0.034510	-0.022353	-0.050215
Chrom4	1212064	1226263	-0.236787	-0.064951	-0.042953	-0.138195
Chrom4	1224935	1242294	-0.438785	-0.116754	-0.077434	-0.266948
Chrom4	1230617	1246301	-0.663851	-0.167236	-0.109184	-0.462538
Chrom4	1242399	1251357	-0.824675	-0.229549	-0.148509	-0.646813
Chrom4	1246448	1255465	-0.844741	-0.284459	-0.178512	-0.751872
Chrom4	1251465	1291145	-0.642193	-0.147997	-0.098854	-0.500426
Chrom4	1255851	1302892	0.320944	0.037182	0.027656	0.192001
Chrom4	1291952	1308613	0.511394	0.136503	0.106335	0.412410
Chrom4	1302901	1324271	0.242812	0.094589	0.066353	0.235933
Chrom4	1308619	1342635	0.198310	0.065139	0.040462	0.195171
Chrom4	1324408	1350274	0.389772	0.130744	0.088455	0.332609
Chrom4	1342637	1351447	0.512734	0.209679	0.161016	0.424912
Chrom4	1350326	1355999	0.449233	0.161629	0.121571	0.315131
Chrom4	1351461	1357207	0.557580	0.184096	0.141974	0.414938
Chrom4	1356000	1359852	0.758781	0.238037	0.196347	0.660168
Chrom4	1357279	1368622	0.591636	0.151290	0.111953	0.332671
Chrom4	1359856	1374587	0.592495	0.182972	0.129279	0.272312
Chrom4	1368635	1377054	0.842024	0.467369	0.361432	0.611484
Chrom4	1374682	1378794	0.900950	0.622622	0.470380	0.849638
Chrom4	1377360	1379919	0.927895	0.662158	0.558097	0.911662
Chrom4	1378863	1383243	0.884803	0.644033	0.574814	0.875449
Chrom4	1379935	1385516	0.767287	0.543688	0.416284	0.738111
Chrom4	1383334	1390840	0.734845	0.495731	0.347537	0.704098
Chrom4	1385543	1402180	0.369370	0.184769	0.127716	0.354995
Chrom4	1391444	1410435	0.119062	0.045475	0.033273	0.107056
Chrom4	1404003	1420746	0.507181	0.148575	0.116812	0.416380
Chrom4	1410448	1423941	0.586444	0.177002	0.139456	0.541752
Chrom4	1420791	1446021	0.384838	0.115009	0.076000	0.267791
Chrom4	1424236	1458920	0.203773	0.049628	0.034244	0.087353
Chrom4	1446377	1471647	-0.158437	-0.043405	-0.032934	-0.092977
Chrom4	1460015	1483838	-0.126580	-0.048723	-0.033476	-0.060103
Chrom4	1473211	1510096	0.102711	0.033789	0.025535	0.071682
Chrom4	1484314	1514330	0.102905	0.022820	0.018058	0.047430
Chrom4	1510439	1522708	0.067831	0.014789	0.010781	0.056362
Chrom4	1514367	1550087	0.073879	0.021713	0.015504	0.068960
Chrom4	1522709	1566829	-0.052331	-0.018015	-0.012759	-0.032689
Chrom4	1550551	1583053	-0.061535	-0.018078	-0.013314	-0.032805
Chrom4	1567813	1605780	0.096624	0.021780	0.016899	0.047213
Chrom4	1583396	1611528	0.241159	0.042320	0.034421	0.103063
Chrom4	1607696	1626134	0.388630	0.071056	0.058036	0.142317
Chrom4	1611547	1629751	0.210905	0.036314	0.027553	0.060513
Chrom4	1627055	1630006	-0.013932	-0.002588	-0.001982	-0.024718
Chrom4	1629760	1631528	-0.162279	-0.063294	-0.040529	-0.108551
Chrom4	1630007	1633430	-0.169122	-0.057242	-0.032248	-0.061009
Chrom4	1631567	1634803	0.024946	0.011262	0.006185	0.017110
Chrom4	1633484	1636681	-0.093549	-0.025258	-0.014712	-0.042575
Chrom4	1635733	1637613	-0.138979	-0.036697	-0.022969	-0.075732
Chrom4	1636724	1639727	-0.233008	-0.094481	-0.062955	-0.089794
Chrom4	1637694	1652157	-0.383783	-0.086613	-0.060107	-0.146914
Chrom4	1639756	1666208	-0.198123	-0.037796	-0.028741	-0.122427
Chrom4	1653268	1667333	0.262124	0.095440	0.075763	0.172785
Chrom4	1666214	1675636	0.213405	0.086850	0.065517	0.118569
Chrom4	1667344	1686821	-0.018957	-0.003761	-0.002686	-0.026279
Chrom4	1680958	1699841	0.389733	0.065799	0.048839	0.185432
Chrom4	1686826	1712879	0.188200	0.038039	0.032044	0.115658
Chrom4	1699952	1719016	-0.047442	-0.011542	-0.009777	-0.007000
Chrom4	1712961	1720010	-0.124858	-0.048288	-0.036425	-0.069681
Chrom4	1719119	1720794	-0.088536	-0.070406	-0.040751	-0.036154
Chrom4	1720019	1722143	-0.105383	-0.075675	-0.041543	-0.048956
Chrom4	1720803	1723434	0.076200	0.034942	0.024765	0.015933
Chrom4	1722166	1728808	0.164508	0.051404	0.038295	0.026840
Chrom4	1723473	1729955	0.203585	0.067696	0.051853	0.038607
Chrom4	1728889	1731176	0.154441	0.064136	0.049298	0.043078
Chrom4	1729958	1745782	0.082531	0.022109	0.016695	0.036879
Chrom4	1731248	1759837	0.177733	0.039103	0.030853	0.087963
Chrom4	1745787	1770232	0.331159	0.080953	0.067122	0.179060
Chrom4	1759854	1793018	0.303004	0.127083	0.092614	0.207418
Chrom4	1770267	1806898	0.071638	0.031499	0.023189	0.036524
Chrom4	1797728	1818907	-0.119718	-0.018713	-0.015926	-0.085899
Chrom4	1808839	1825581	0.029461	0.003632	0.003223	-0.062335
Chrom4	1819089	1840738	0.043301	0.007156	0.006437	-0.081695
Chrom4	1825616	1853409	0.180287	0.034082	0.029916	0.027346
Chrom4	1841354	1861213	0.328043	0.092812	0.079392	0.186565
Chrom4	1853895	1861950	0.280389	0.128264	0.099087	0.222581
Chrom4	1861219	1862565	0.325372	0.342801	0.192682	0.216103
Chrom4	1861959	1863694	0.445338	0.326132	0.223135	0.195474
Chrom4	1862572	1886420	0.379443	0.105256	0.085123	0.204371
Chrom4	1864799	1898197	0.283278	0.077270	0.059303	0.171349
Chrom4	1886573	1899892	-0.005086	-0.001753	-0.001113	0.009218
Chrom4	1898198	1908226	-0.308346	-0.073855	-0.047463	-0.171949
Chrom4	1899935	1929281	-0.087849	-0.014426	-0.010166	-0.040010
Chrom4	1908362	1949189	0.151893	0.025541	0.017892	0.110565
Chrom4	1929302	1960675	0.337598	0.086009	0.060976	0.251091
Chrom4	1949295	1966255	-0.054139	-0.014989	-0.011641	-0.056122
Chrom4	1960790	1972760	-0.168666	-0.038193	-0.027335	-0.113289
Chrom4	1966446	1986004	0.299646	0.036387	0.026684	0.179479
Chrom4	1972911	1993074	0.441723	0.057203	0.043178	0.263217
Chrom4	1986020	1996005	0.388773	0.145174	0.104795	0.214781
Chrom4	1993190	2013075	0.362279	0.056155	0.047592	0.102799
Chrom4	1996045	2019651	0.145102	0.027568	0.021742	0.053771
Chrom4	2013859	2033773	-0.169234	-0.064980	-0.042371	-0.086611
Chrom4	2022807	2038170	-0.340811	-0.176312	-0.116726	-0.172347
Chrom4	2034111	2041164	-0.155315	-0.064473	-0.050484	-0.044940
Chrom4	2038174	2044792	0.461012	0.078603	0.065606	0.057551
Chrom4	2041256	2049115	0.521912	0.056922	0.045541	0.074602
Chrom4	2045112	2051980	0.553821	0.063190	0.051956	0.129565
Chrom4	2049134	2069317	0.127588	0.026870	0.022588	0.059261
Chrom4	2052239	2070300	0.007289	0.003291	0.002790	0.002426
Chrom4	2069398	2071941	0.150249	0.176874	0.127952	0.071807
Chrom4	2070457	2072508	0.167007	0.144843	0.099211	0.107696
Chrom4	2071946	2074266	-0.068938	-0.076590	-0.052774	-0.020456
Chrom4	2072519	2081136	0.076150	0.037015	0.027604	0.049420
Chrom4	2074291	2081882	0.157486	0.067261	0.052296	0.078972
Chrom4	2081145	2083641	-0.076415	-0.086570	-0.048381	-0.043967
Chrom4	2082054	2103653	-0.187948	-0.059857	-0.043089	-0.107167
